team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	nodes	instructions	acts	pending_suggests
18	3	12	108	990.566	993.636	A	says	to mount zermatt .	[4]	[ADD(4, None)]	[SUGGEST_A(ADD(4, None))]	[SUGGEST_A(REMOVE(6, 5)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(4, None))]
18	3	12	-1	994.807	994.807	B	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_B(ADD(1, 4)), ACCEPT_B(SUGGEST_A(ADD(4, None)))]	[SUGGEST_A(REMOVE(6, 5))]
18	3	12	109	995.299	995.911	B	says	okay .	[]	[]	[]	[SUGGEST_A(REMOVE(6, 5))]
18	3	12	110	996.555	997.345	B	says	um	[]	[]	[]	[SUGGEST_A(REMOVE(6, 5))]
18	3	12	111	999.042	999.937	B	says	so	[]	[]	[]	[SUGGEST_A(REMOVE(6, 5))]
18	3	12	112	1001.279	1007.002	B	says	from mount zermatt we go to mount davos davos .	[4, 9, 9]	[ADD(4, 9), ADD(9, None)]	[SUGGEST_B(ADD(4, 9)), SUGGEST_B(ADD(9, None))]	[SUGGEST_A(REMOVE(6, 5)), SUGGEST_B(ADD(4, 9)), SUGGEST_B(ADD(9, None))]
18	3	12	113	1007.168	1008.115	A	says	davos ?	[9]	[ADD(9, None)]	[SUGGEST_A(ADD(9, None))]	[SUGGEST_A(REMOVE(6, 5)), SUGGEST_B(ADD(4, 9)), SUGGEST_B(ADD(9, None)), SUGGEST_A(ADD(9, None))]
18	3	13	-1	1008.446	1008.446	A	adds	Zermatt-Davos (4-9)	[]	[]	[DO_A(ADD(4, 9)), FREE_A(DO_A(ADD(4, 9)))]	[]
18	3	13	114	1009.536	1013.207	B	says	and then from mount davos you go to mount zurich .	[9, 2]	[ADD(9, 2)]	[SUGGEST_B(ADD(9, 2))]	[SUGGEST_B(ADD(9, 2))]
18	3	13	-1	1015.745	1015.745	A	adds	Zurich-Davos (2-9)	[]	[]	[DO_A(ADD(2, 9)), ACCEPT_A(SUGGEST_B(ADD(9, 2)))]	[]
18	3	13	115	1017.352	1019.075	B	says	and	[]	[]	[]	[]
18	3	13	116	1017.977	1019.095	A	says	and its	[]	[]	[]	[]
18	3	13	117	1020.562	1024.055	A	says	mount montreux	[6]	[ADD(6, None)]	[SUGGEST_A(ADD(6, None))]	[SUGGEST_A(ADD(6, None))]
18	3	13	118	1024.509	1025.266	B	says	mount	[]	[]	[]	[SUGGEST_A(ADD(6, None))]
18	3	13	119	1026.029	1026.371	B	says	what ?	[]	[]	[]	[SUGGEST_A(ADD(6, None))]
18	3	13	120	1026.430	1028.384	A	says	mountreux .	[]	[]	[]	[SUGGEST_A(ADD(6, None))]
18	3	13	121	1031.753	1035.785	A	says	montreux to mount zermatt .	[6, 4]	[ADD(6, 4)]	[SUGGEST_A(ADD(6, 4))]	[SUGGEST_A(ADD(6, None)), SUGGEST_A(ADD(6, 4))]
18	3	13	122	1036.168	1038.911	B	says	mount zermatt	[4]	[ADD(4, None)]	[SUGGEST_B(ADD(4, None))]	[SUGGEST_A(ADD(6, None)), SUGGEST_A(ADD(6, 4)), SUGGEST_B(ADD(4, None))]
18	3	13	123	1039.601	1042.114	B	says	but um it's only the eraser .	[]	[]	[]	[SUGGEST_A(ADD(6, None)), SUGGEST_A(ADD(6, 4)), SUGGEST_B(ADD(4, None))]
18	3	13	124	1042.391	1044.766	I	says	...	[]	[]	[]	[SUGGEST_A(ADD(6, None)), SUGGEST_A(ADD(6, 4)), SUGGEST_B(ADD(4, None))]
18	3	13	125	1045.141	1049.628	A	says	mount zermatt to the mount montreux .	[4, 6]	[ADD(4, 6)]	[SUGGEST_A(ADD(4, 6))]	[SUGGEST_A(ADD(6, None)), SUGGEST_A(ADD(6, 4)), SUGGEST_B(ADD(4, None)), SUGGEST_A(ADD(4, 6))]
18	3	13	126	1050.319	1051.279	B	says	oh here .	[]	[]	[]	[SUGGEST_A(ADD(6, None)), SUGGEST_A(ADD(6, 4)), SUGGEST_B(ADD(4, None)), SUGGEST_A(ADD(4, 6))]
18	3	14	-1	1051.940	1051.940	B	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_B(ADD(4, 6)), FREE_B(DO_B(ADD(4, 6)))]	[]
18	3	14	127	1053.812	1055.430	B	says	and then ?	[]	[]	[]	[]
18	3	14	128	1054.569	1063.121	A	says	and i think , we should erase the mount davos to the mount zurich .	[9, 2]	[REMOVE(9, 2)]	[SUGGEST_A(REMOVE(9, 2))]	[SUGGEST_A(REMOVE(9, 2))]
18	3	14	129	1061.069	1062.957	B	says	mount davos	[9]	[ADD(9, None)]	[SUGGEST_B(ADD(9, None))]	[SUGGEST_A(REMOVE(9, 2)), SUGGEST_B(ADD(9, None))]
18	3	14	-1	1066.496	1066.496	B	removes	Zurich-Davos (2-9)	[]	[]	[DO_B(REMOVE(2, 9)), ACCEPT_B(SUGGEST_A(REMOVE(9, 2)))]	[SUGGEST_B(ADD(9, None))]
18	3	14	130	1069.497	1070.253	A	says	and	[]	[]	[]	[SUGGEST_B(ADD(9, None))]
18	3	14	131	1070.885	1072.391	A	says	it's done .	[]	[]	[]	[SUGGEST_B(ADD(9, None))]
18	3	14	132	1073.944	1076.174	B	says	no um i think we should	[]	[]	[]	[SUGGEST_B(ADD(9, None))]
18	3	14	133	1077.424	1078.049	B	says	um	[]	[]	[]	[SUGGEST_B(ADD(9, None))]
18	3	14	134	1079.010	1082.779	B	says	connect mount montreux to mount interlaken .	[6, 5]	[ADD(6, 5)]	[SUGGEST_B(ADD(6, 5))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	135	1084.115	1089.088	A	says	but it's connected to ten mountains .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	136	1090.082	1090.581	B	says	what ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	137	1091.457	1094.161	A	says	it's connected to ten mountains .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	138	1094.444	1096.589	B	says	to ten mountains ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	139	1099.852	1101.753	A	says	so think it's done .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	140	1102.404	1103.450	B	says	um	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	141	1108.036	1109.286	B	says	um	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	142	1110.490	1113.536	B	says	can you try it ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	143	1116.483	1117.562	A	says	and	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5))]
18	3	14	144	1121.108	1128.108	A	says	how many does it cost to mount bern to mount , luzern ?	[3, 1]	[ADD(3, 1)]	[SUGGEST_A(ADD(3, 1))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1))]
18	3	14	145	1127.352	1130.121	B	says	for mount , bern to what ?	[3]	[ADD(3, None)]	[SUGGEST_B(ADD(3, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None))]
18	3	14	146	1130.529	1132.062	A	says	mount luzern .	[1]	[ADD(1, None)]	[SUGGEST_A(ADD(1, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None))]
18	3	14	147	1132.325	1133.726	B	says	um 3 .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None))]
18	3	14	148	1139.009	1142.049	B	says	mount luzern to	[1]	[ADD(1, None)]	[SUGGEST_B(ADD(1, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None))]
18	3	14	149	1142.563	1144.799	A	says	mount zurich .	[2]	[ADD(2, None)]	[SUGGEST_A(ADD(2, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None))]
18	3	14	150	1147.016	1147.884	B	says	what ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None))]
18	3	14	151	1148.167	1150.726	A	says	mount zurich , zurich .	[2, 2]	[ADD(2, None)]	[SUGGEST_A(ADD(2, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None))]
18	3	14	152	1150.825	1152.740	B	says	yeah to	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None))]
18	3	14	153	1152.602	1155.134	A	says	how much it does it cost ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None))]
18	3	14	154	1154.766	1158.391	B	says	so mount zurich to mount	[2]	[ADD(2, None)]	[SUGGEST_B(ADD(2, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None))]
18	3	14	155	1157.358	1159.023	A	says	mount luzern .	[1]	[ADD(1, None)]	[SUGGEST_A(ADD(1, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None))]
18	3	14	156	1159.148	1159.805	B	says	2 .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None))]
18	3	14	157	1160.352	1165.635	A	says	2 so i think we should erase mount bern to mount luzern .	[3, 1]	[REMOVE(3, 1)]	[SUGGEST_A(REMOVE(3, 1))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	158	1167.338	1168.273	A	says	can i erase ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	159	1168.627	1170.936	A	says	because it cost 3 ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	160	1171.259	1172.127	B	says	um	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	161	1173.016	1175.397	B	says	it's 2 3 and 4 .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	162	1176.292	1177.193	B	says	and 5 .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	163	1178.312	1180.121	B	says	there is no one .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	164	1182.489	1184.081	B	says	so	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	165	1185.174	1189.963	A	says	the mount zurich and mount luzern and mount bern	[2, 1, 3]	[ADD(2, 1), ADD(3, None)]	[SUGGEST_A(ADD(2, 1)), SUGGEST_A(ADD(3, None))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1)), SUGGEST_A(ADD(2, 1)), SUGGEST_A(ADD(3, None))]
18	3	14	166	1192.759	1194.430	B	says	mount what ?	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1)), SUGGEST_A(ADD(2, 1)), SUGGEST_A(ADD(3, None))]
18	3	14	167	1194.825	1195.384	A	says	um	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1)), SUGGEST_A(ADD(2, 1)), SUGGEST_A(ADD(3, None))]
18	3	14	168	1195.509	1196.115	B	says	mount	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1)), SUGGEST_A(ADD(2, 1)), SUGGEST_A(ADD(3, None))]
18	3	14	169	1196.615	1203.792	A	says	can i erase the mount bern to the mount luzern because its cost , 3 ?	[3, 1]	[REMOVE(3, 1)]	[SUGGEST_A(REMOVE(3, 1))]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1)), SUGGEST_A(ADD(2, 1)), SUGGEST_A(ADD(3, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	14	170	1205.082	1207.147	B	says	okay .	[]	[]	[]	[SUGGEST_B(ADD(9, None)), SUGGEST_B(ADD(6, 5)), SUGGEST_A(ADD(3, 1)), SUGGEST_B(ADD(3, None)), SUGGEST_A(ADD(1, None)), SUGGEST_B(ADD(1, None)), SUGGEST_A(ADD(2, None)), SUGGEST_A(ADD(2, None)), SUGGEST_B(ADD(2, None)), SUGGEST_A(ADD(1, None)), SUGGEST_A(REMOVE(3, 1)), SUGGEST_A(ADD(2, 1)), SUGGEST_A(ADD(3, None)), SUGGEST_A(REMOVE(3, 1))]
18	3	15	-1	1209.211	1209.211	A	removes	Luzern-Bern (1-3)	[]	[]	[DO_A(REMOVE(1, 3)), FREE_A(DO_A(REMOVE(1, 3)))]	[]
18	3	15	171	1209.956	1211.864	A	says	and i think we are done .	[]	[]	[]	[]
18	3	15	172	1216.891	1217.542	B	says	um	[]	[]	[]	[]
18	3	15	173	1217.463	1219.180	A	says	can i press the	[]	[]	[]	[]
18	3	15	174	1220.516	1221.739	B	says	sure	[]	[]	[]	[]
18	3	15	-1	1222.541	1222.541	A	presses	submit (enabled)	[]	[]	[]	[]
18	3	15	175	1224.865	1227.095	I	says	...	[]	[]	[]	[]
18	3	15	176	1227.832	1228.331	B	says	what ?	[]	[]	[]	[]
18	3	15	177	1228.305	1232.614	I	says	...	[]	[]	[]	[]
18	3	15	178	1228.305	1231.910	A	says	you have to press the tick thing .	[]	[]	[]	[]
18	3	15	-1	1234.097	1234.097	R	shows	talking emotion	[]	[]	[]	[]
18	3	15	-1	1234.099	1234.099	R	shows	up_left gesture	[]	[]	[]	[]
18	3	15	-1	1234.202	1234.202	R	says	you are away from the minimum by 4 francs. let's try again.	[]	[]	[]	[]
18	3	15	-1	1234.243	1234.243	B	presses	submit (enabled)	[]	[]	[]	[]
18	3	15	179	1234.266	1247.832	R	says	...	[]	[]	[]	[]
18	3	15	-1	1234.273	1234.273	T	submits	cost=26 (opt_cost=22)	[]	[]	[]	[]
18	3	15	-1	1238.608	1238.608	R	shows	observe gesture	[]	[]	[]	[]
18	3	15	-1	1238.623	1238.623	R	says	so guys,..you have 5 more minutes to find the best solution. you can do it!	[]	[]	[]	[]
18	3	15	180	1248.808	1249.840	A	says	so	[]	[]	[]	[]
18	3	15	181	1250.288	1251.202	B	says	wait so	[]	[]	[]	[]
18	3	15	182	1251.143	1254.952	A	says	we need to find a way that cost minimum .	[]	[]	[]	[]
18	3	15	183	1255.353	1257.925	B	says	oh so uh connect	[]	[]	[]	[]
18	3	15	184	1256.827	1258.512	A	says	and connec the	[]	[]	[]	[]
18	3	15	185	1258.512	1261.439	B	says	mount basel to mount neuchatel .	[0, 7]	[ADD(0, 7)]	[SUGGEST_B(ADD(0, 7))]	[SUGGEST_B(ADD(0, 7))]
18	3	15	186	1258.985	1260.064	A	says	ten mountains .	[]	[]	[]	[SUGGEST_B(ADD(0, 7))]
18	3	15	187	1261.544	1265.649	A	says	um mount neuchatel to the	[7]	[ADD(7, None)]	[SUGGEST_A(ADD(7, None))]	[SUGGEST_B(ADD(0, 7)), SUGGEST_A(ADD(7, None))]
18	3	15	188	1266.840	1267.886	A	says	mount	[]	[]	[]	[SUGGEST_B(ADD(0, 7)), SUGGEST_A(ADD(7, None))]
18	3	15	189	1269.228	1269.800	A	says	where ?	[]	[]	[]	[SUGGEST_B(ADD(0, 7)), SUGGEST_A(ADD(7, None))]
18	3	15	190	1270.860	1275.373	B	says	mount neuchatel to mount montreux montreux .	[7, 6, 6]	[ADD(7, 6), ADD(6, None)]	[SUGGEST_B(ADD(7, 6)), SUGGEST_B(ADD(6, None))]	[SUGGEST_B(ADD(0, 7)), SUGGEST_A(ADD(7, None)), SUGGEST_B(ADD(7, 6)), SUGGEST_B(ADD(6, None))]
18	3	15	191	1276.229	1277.347	A	says	yes .	[]	[]	[]	[SUGGEST_B(ADD(0, 7)), SUGGEST_A(ADD(7, None)), SUGGEST_B(ADD(7, 6)), SUGGEST_B(ADD(6, None))]
18	4	15	-1	1276.336	1276.336	A	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_A(ADD(6, 7)), ACCEPT_A(SUGGEST_B(ADD(6, None)))]	[SUGGEST_B(ADD(0, 7))]
18	4	15	192	1277.696	1278.525	B	says	and then	[]	[]	[]	[SUGGEST_B(ADD(0, 7))]
18	4	15	193	1278.972	1279.794	B	says	and mount	[]	[]	[]	[SUGGEST_B(ADD(0, 7))]
18	4	15	194	1280.768	1285.564	B	says	montreux to mount interlaken .	[6, 5]	[ADD(6, 5)]	[SUGGEST_B(ADD(6, 5))]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(6, 5))]
18	4	15	195	1287.182	1288.820	A	says	mount	[]	[]	[]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(6, 5))]
18	4	15	196	1289.070	1290.590	B	says	interlaken .	[5]	[ADD(5, None)]	[SUGGEST_B(ADD(5, None))]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(6, 5)), SUGGEST_B(ADD(5, None))]
18	4	15	197	1292.439	1293.202	B	says	um	[]	[]	[]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(6, 5)), SUGGEST_B(ADD(5, None))]
18	4	15	-1	1293.201	1293.201	A	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_A(ADD(5, 6)), ACCEPT_A(SUGGEST_B(ADD(5, None)))]	[SUGGEST_B(ADD(0, 7))]
18	4	15	198	1294.400	1295.261	A	says	and it	[]	[]	[]	[SUGGEST_B(ADD(0, 7))]
18	4	15	199	1294.413	1295.669	B	says	okay so	[]	[]	[]	[SUGGEST_B(ADD(0, 7))]
18	4	15	200	1295.610	1296.538	A	says	oh what	[]	[]	[]	[SUGGEST_B(ADD(0, 7))]
18	4	15	201	1296.551	1297.926	B	says	mount interlaken .	[5]	[ADD(5, None)]	[SUGGEST_B(ADD(5, None))]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(5, None))]
18	4	15	202	1296.867	1302.742	A	says	the mount interlaken and montreux costs 4 .	[5, 6]	[ADD(5, 6)]	[SUGGEST_A(ADD(5, 6))]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(5, None)), SUGGEST_A(ADD(5, 6))]
18	4	15	203	1303.802	1309.209	A	says	so i think we should connect the erase that and	[]	[]	[]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(5, None)), SUGGEST_A(ADD(5, 6))]
18	4	15	204	1304.992	1306.262	B	says	okay	[]	[]	[]	[SUGGEST_B(ADD(0, 7)), SUGGEST_B(ADD(5, None)), SUGGEST_A(ADD(5, 6))]
18	4	16	-1	1306.855	1306.855	B	removes	Interlaken-Montreux (5-6)	[]	[]	[DO_B(REMOVE(5, 6)), FREE_B(DO_B(REMOVE(5, 6)))]	[]
18	4	16	205	1308.518	1310.472	B	says	wait like maybe like this ?	[]	[]	[]	[]
18	4	16	-1	1309.910	1309.910	B	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_B(ADD(0, 7)), FREE_B(DO_B(ADD(0, 7)))]	[]
18	4	16	206	1312.031	1314.084	B	says	that costs 4 too	[]	[]	[]	[]
18	4	16	207	1314.952	1315.866	B	says	and then and	[]	[]	[]	[]
18	4	16	208	1316.505	1317.992	A	says	and like	[]	[]	[]	[]
18	4	16	209	1316.742	1320.117	B	says	try mount basel to mount zurich .	[0, 2]	[ADD(0, 2)]	[SUGGEST_B(ADD(0, 2))]	[SUGGEST_B(ADD(0, 2))]
18	4	16	210	1320.597	1322.985	A	says	how much does it cost ?	[]	[]	[]	[SUGGEST_B(ADD(0, 2))]
18	4	16	211	1322.888	1324.375	B	says	um i can't see right now .	[]	[]	[]	[SUGGEST_B(ADD(0, 2))]
18	4	16	212	1324.540	1326.079	A	says	you can see it .	[]	[]	[]	[SUGGEST_B(ADD(0, 2))]
18	4	16	213	1326.500	1329.198	A	says	oh on the bottom of the right .	[]	[]	[]	[SUGGEST_B(ADD(0, 2))]
18	4	16	214	1331.915	1333.711	A	says	so you can see the cost .	[]	[]	[]	[SUGGEST_B(ADD(0, 2))]
18	4	17	-1	1332.154	1332.154	B	presses	compare (enabled)	[]	[]	[]	[]
18	4	17	215	1337.086	1337.645	A	says	so	[]	[]	[]	[]
18	4	17	216	1340.823	1341.297	A	says	so	[]	[]	[]	[]
18	4	17	217	1340.935	1343.974	B	says	okay .	[]	[]	[]	[]
18	4	17	218	1342.580	1343.803	A	says	what should i do ?	[]	[]	[]	[]
18	4	17	219	1345.264	1346.474	B	says	so	[]	[]	[]	[]
18	4	17	220	1354.455	1358.547	B	says	um mount montreux to mount zermatt .	[6, 4]	[ADD(6, 4)]	[SUGGEST_B(ADD(6, 4))]	[SUGGEST_B(ADD(6, 4))]
