team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object
7	7	44	279	702.581	703.144	A	says	okay .
7	7	45	-1	704.430	704.430	A	adds	Basel-Zurich (0-2)
7	7	45	-1	706.195	706.195	A	adds	Basel-Neuchatel (0-7)
7	7	45	280	706.932	708.394	B	says	now you go to mount neuchatel yeah .
7	7	45	281	708.561	712.095	A	says	mount mount , no mount montreux , mount montreux .
7	7	45	282	709.232	710.095	B	says	so we have
7	7	45	283	712.562	713.688	B	says	yeah that's what i was going to .
7	7	46	-1	712.964	712.964	B	adds	Montreux-Neuchatel (6-7)
7	7	46	284	713.760	714.682	B	says	and then mount
7	7	46	285	714.084	715.060	A	says	and then mount zermatt .
7	7	46	286	715.358	716.328	B	says	mount zermatt okay .
7	7	46	-1	716.704	716.704	B	adds	Zermatt-Montreux (4-6)
7	7	47	-1	719.226	719.226	A	adds	Luzern-Zermatt (1-4)
7	7	47	-1	720.725	720.725	A	adds	Luzern-Bern (1-3)
7	7	47	287	721.168	722.761	B	says	no no mount davos .
7	7	47	288	723.022	724.520	A	says	no , no mount interlaken .
7	7	47	289	724.987	727.035	B	says	mount interlaken ?
7	7	48	-1	726.598	726.598	B	adds	Interlaken-Bern (5-3)
7	7	48	290	728.140	729.026	A	says	go check .
7	7	48	-1	728.287	728.287	A	presses	submit (enabled)
7	7	48	-1	728.425	728.425	B	adds	Zermatt-Davos (4-9)
7	7	49	-1	729.047	729.047	B	presses	submit (enabled)
7	7	49	291	729.206	729.673	B	says	check .
7	7	49	-1	729.980	729.980	B	presses	submit (enabled)
7	7	49	-1	730.886	730.886	A	presses	submit (enabled)
7	7	49	-1	731.038	731.038	T	submits	cost=31 (opt_cost=22)
7	7	49	-1	731.692	731.692	R	shows	talking emotion
7	7	49	-1	731.713	731.713	R	shows	up_left gesture
7	7	49	-1	731.888	731.888	R	says	you are away from the minimum by 9 francs. let's try again.
7	7	49	292	732.063	738.114	R	says	you are away from the minimum by 9 francs let's try again
7	7	49	293	733.513	734.424	A	says	no !
7	7	49	294	737.383	737.982	B	says	oh yes .
7	7	49	295	739.000	742.426	B	says	oh yes , oh yes , okay okay okay okay sorry sorry sorry .
7	7	49	296	739.036	740.245	A	says	why did you connect it ?
7	8	49	-1	742.335	742.335	A	adds	Zermatt-Montreux (4-6)
7	8	49	-1	743.734	743.734	A	adds	Montreux-Neuchatel (6-7)
7	8	49	297	744.699	745.370	A	says	go .
7	8	49	298	744.903	746.748	B	says	sorry sorry sorry , alright .
7	8	49	299	747.586	748.904	B	says	do i go to mount davos or not ?
7	8	49	300	749.084	749.395	A	says	nope .
7	8	49	301	749.575	750.677	B	says	i go to mount luzern ?
7	8	49	302	750.808	752.804	A	says	no mount davos to mount saint gallen .
7	8	49	303	754.338	755.092	A	says	like last time .
7	8	49	304	755.811	757.009	A	says	mount davos to
7	8	49	305	756.266	757.608	B	says	oh i have to erase something .
7	8	49	306	757.524	759.069	A	says	no , do not erase it !
7	8	50	-1	757.880	757.880	B	removes	Montreux-Neuchatel (6-7)
7	8	50	307	758.686	760.399	B	says	well it's not letting me ,well it's not .
7	8	50	308	760.725	761.959	A	says	okay we still used money .
7	8	50	-1	760.728	760.728	B	removes	Zermatt-Montreux (4-6)
7	8	50	309	762.977	764.642	B	says	okay we have to do it again just
7	8	51	-1	764.743	764.743	A	adds	Gallen-Davos (8-9)
7	8	51	310	765.253	768.798	A	says	my god we used money we're gonna do it again .
7	8	51	311	765.289	765.684	B	says	weird .
7	8	51	-1	765.595	765.595	A	adds	Zurich-Gallen (2-8)
7	8	52	-1	770.397	770.397	B	adds	Zermatt-Davos (4-9)
7	8	52	312	771.712	772.790	B	says	no wait , no .
7	8	52	-1	772.423	772.423	B	removes	Zermatt-Davos (4-9)
7	8	52	313	773.413	775.557	A	says	no you are just still using money .
7	8	52	314	774.671	778.108	B	says	okay we must stop this one just put check and then we can redo it .
7	8	53	-1	775.756	775.756	A	adds	Basel-Zurich (0-2)
7	8	53	-1	776.942	776.942	A	adds	Basel-Neuchatel (0-7)
7	8	53	315	777.354	779.402	A	says	yeah just do check and after we just restart .
7	8	54	-1	778.780	778.780	B	presses	submit (disabled)
7	8	54	316	779.390	780.995	B	says	just put check so we can restart .
7	8	54	-1	779.497	779.497	B	presses	submit (disabled)
7	8	54	-1	780.514	780.514	B	presses	submit (disabled)
7	8	54	-1	781.763	781.763	B	presses	submit (disabled)
7	8	54	-1	781.824	781.824	A	presses	submit (disabled)
7	8	54	317	783.259	783.762	B	says	wait what ?
7	8	54	318	784.151	785.588	B	says	oh we can't put check we have to .
7	8	54	-1	784.759	784.759	A	presses	submit (disabled)
7	8	54	-1	784.931	784.931	B	adds	Interlaken-Neuchatel (5-7)
7	8	54	-1	786.176	786.176	B	adds	Zermatt-Interlaken (4-5)
7	8	54	319	787.462	788.660	B	says	just do , what
7	8	55	-1	788.316	788.316	A	adds	Interlaken-Montreux (5-6)
7	8	55	320	788.827	790.097	A	says	whatever you want yeah .
7	8	55	321	788.911	789.414	B	says	do
7	8	55	-1	789.650	789.650	A	adds	Interlaken-Bern (5-3)
7	8	55	322	789.762	792.672	B	says	do whatever and then just press check so we can restart .
7	8	55	323	792.481	793.798	A	says	go to mount .
7	8	56	-1	795.764	795.764	B	adds	Luzern-Bern (1-3)
7	8	56	324	796.195	797.081	A	says	go to mount !
7	8	56	325	797.213	797.668	B	says	yeah .
7	8	56	-1	797.247	797.247	B	presses	submit (enabled)
7	8	56	326	797.333	798.543	A	says	yeah just check .
7	8	56	-1	797.380	797.380	B	presses	submit (selected)
7	8	56	-1	797.503	797.503	A	presses	submit (enabled)
7	8	56	-1	797.648	797.648	T	submits	cost=30 (opt_cost=22)
7	8	56	-1	797.830	797.830	B	presses	submit (enabled)
7	8	56	-1	798.064	798.064	B	presses	submit (enabled)
7	8	56	-1	798.287	798.287	R	shows	talking emotion
7	8	56	-1	798.288	798.288	R	shows	up_left gesture
7	8	56	327	798.387	799.177	B	says	okay just check .
7	8	56	-1	798.436	798.436	R	says	you are not that far from the minimum; the difference is only 8 francs. i am sure you can do it.
7	8	56	328	799.253	806.922	R	says	you are not that far from the minimum the difference is only 8 francs i am sure you can do it
7	8	56	329	804.319	806.235	B	says	oh we did better .
7	8	56	330	808.332	808.871	B	says	thank you .
7	8	56	331	809.075	809.316	B	says	alright .
7	8	56	332	809.087	810.772	A	says	mount davos to mount saint gallen .
7	8	56	333	810.788	812.333	B	says	okay mount davos to mount okay .
7	9	56	-1	811.747	811.747	B	adds	Gallen-Davos (8-9)
7	9	56	334	812.992	813.854	A	says	mount zurich .
7	9	56	335	814.513	815.962	B	says	okay so i go to mount zurich .
7	9	56	336	816.549	816.969	A	says	yeah .
7	9	56	-1	816.558	816.558	B	adds	Zurich-Gallen (2-8)
7	9	56	337	817.359	817.742	B	says	okay .
7	9	56	338	817.934	818.605	A	says	okay .
7	9	57	-1	819.196	819.196	A	adds	Basel-Zurich (0-2)
7	9	57	-1	820.626	820.626	A	adds	Basel-Neuchatel (0-7)
7	9	57	339	823.765	825.023	B	says	to um mount
7	9	57	340	823.825	825.251	A	says	mount montreux ?
7	9	57	341	825.790	826.664	B	says	montreux and then
7	9	58	-1	826.297	826.297	B	adds	Montreux-Neuchatel (6-7)
7	9	58	342	827.048	827.802	A	says	mount zermatt .
7	9	58	343	828.138	829.228	B	says	mount zermatt okay .
7	9	58	-1	828.292	828.292	B	adds	Zermatt-Montreux (4-6)
7	9	58	344	829.312	831.482	B	says	mount davos mount zermatt .
7	9	58	345	832.033	832.716	A	says	luzern .
7	9	59	-1	832.187	832.187	A	adds	Luzern-Zermatt (1-4)
7	9	59	-1	833.192	833.192	A	adds	Luzern-Bern (1-3)
7	9	59	346	833.219	834.261	B	says	mount luzern .
7	9	59	347	835.303	836.549	A	says	mount interlaken .
7	9	59	348	836.839	837.582	B	says	from mount bern ?
7	9	60	-1	837.497	837.497	B	adds	Interlaken-Bern (5-3)
7	9	60	349	838.265	839.307	B	says	okay press check .
7	9	60	-1	838.756	838.756	A	presses	submit (enabled)
7	9	60	-1	839.422	839.422	T	submits	cost=28 (opt_cost=22)
7	9	60	-1	839.713	839.713	B	presses	submit (enabled)
7	9	60	-1	840.048	840.048	R	shows	talking emotion
7	9	60	-1	840.056	840.056	R	shows	up_left gesture
7	9	60	-1	840.196	840.196	R	says	you are away from the minimum by 6 francs. let's try again.
7	9	60	350	840.915	846.097	R	says	you are away from the minimum by 6 francs let's try again
7	9	60	351	843.818	844.549	A	says	oh my god .
7	9	60	352	844.058	845.435	B	says	yes .
7	9	60	353	846.154	846.837	B	says	okay .
7	9	60	354	847.256	848.166	A	says	why no !
7	9	60	355	849.197	851.281	A	says	oh go uh from uh
7	9	60	356	851.973	852.799	A	says	i know i know .
7	9	60	357	853.123	855.152	A	says	i know you need to do uh small ones .
7	9	60	358	855.296	856.404	A	says	go to uh
7	9	60	359	856.877	858.027	A	says	from just
7	9	60	360	858.434	861.153	A	says	mount basel basel to mount zurich .
7	9	60	361	864.242	865.296	B	says	wait i i need to look .
7	9	60	362	865.847	867.404	B	says	mount basel to mount zurich yeah .
7	10	60	-1	866.564	866.564	B	adds	Basel-Zurich (0-2)
7	10	60	363	868.614	871.513	A	says	and mount basel to mount neuchatel .
7	10	60	364	872.859	873.877	B	says	where is neuchatel ?
7	10	60	365	874.560	875.580	A	says	uh just uh
7	10	60	-1	874.945	874.945	B	adds	Basel-Neuchatel (0-7)
7	10	60	366	875.267	876.525	B	says	yeah yeah i found it i found it .
7	10	60	367	877.016	879.184	B	says	okay uh let me do it i know what to do .
7	10	61	-1	879.986	879.986	A	adds	Interlaken-Neuchatel (5-7)
7	10	61	368	881.220	882.850	A	says	you just need to do little roads .
7	10	61	-1	881.513	881.513	A	adds	Interlaken-Montreux (5-6)
7	10	61	369	883.101	884.165	A	says	little little .
7	10	61	370	883.948	885.195	B	says	oh little so i go from
7	10	61	371	884.249	884.644	A	says	go
7	10	61	372	885.243	886.597	A	says	mount interlaken .
7	10	61	373	885.303	886.920	B	says	mount interlaken to mount bern .
7	10	61	374	887.076	887.555	A	says	yes .
7	10	62	-1	887.864	887.864	B	adds	Interlaken-Bern (5-3)
7	10	62	375	888.310	888.897	B	says	alright .
7	10	62	376	889.747	892.155	B	says	and you go mount , and then i go mount bern to mount luzern ?
7	10	62	377	892.394	892.838	A	says	yes .
7	10	62	-1	893.057	893.057	B	adds	Luzern-Bern (1-3)
7	10	62	378	893.818	894.273	B	says	yeah .
7	10	63	-1	895.476	895.476	A	adds	Luzern-Zermatt (1-4)
7	10	63	379	895.614	896.609	A	says	mount zermatt
7	10	63	380	896.896	897.267	A	says	to
7	10	63	381	898.070	901.005	A	says	mount davos and then i'll go to mount saint gallen .
7	10	63	-1	898.434	898.434	A	adds	Zermatt-Davos (4-9)
7	10	63	382	902.011	902.850	B	says	wait what do you mean ?
7	10	63	383	903.223	904.877	A	says	mount saint gallen , saint gallen .
7	10	63	384	905.919	906.577	A	says	the last one .
7	10	63	385	906.601	907.057	B	says	oh yeah .
7	10	64	-1	907.197	907.197	B	adds	Zurich-Gallen (2-8)
7	10	64	386	908.422	908.877	B	says	okay .
7	10	64	-1	909.647	909.647	B	presses	submit (enabled)
7	10	64	387	909.680	910.135	B	says	press check .
7	10	64	-1	910.348	910.348	A	presses	submit (enabled)
7	10	64	-1	910.431	910.431	T	submits	cost=32 (opt_cost=22)
7	10	64	-1	911.069	911.069	R	shows	talking emotion
7	10	64	-1	911.073	911.073	R	shows	up_left gesture
7	10	64	-1	911.204	911.204	R	says	you are away from the minimum by 10 francs. let's try again.
7	10	64	388	911.267	927.478	R	says	you are away from the minimum by 10 francs let's try again hey guys maybe it would be easier to solve the problem if you look at your previous solutions more
7	10	64	389	914.658	915.365	B	says	what !
7	10	64	-1	917.620	917.620	R	shows	up_right gesture
7	10	64	-1	917.620	917.620	R	shows	talking emotion
7	10	64	-1	917.901	917.901	R	says	hey guys, maybe, it would be easier to solve the problem if you look at your previous solutions more.
7	10	64	390	928.635	929.498	A	says	okay .
7	10	64	391	929.606	929.953	B	says	okay .
7	10	64	392	930.265	930.684	A	says	okay .
7	10	64	393	930.983	931.367	A	says	uh
7	10	64	394	931.498	931.894	B	says	do
7	10	64	395	931.762	933.750	A	says	start from mount interlaken this time .
7	10	64	396	935.545	936.863	B	says	okay , and i go where ?
7	10	64	397	937.706	940.018	A	says	mount uh , mount montreux .
7	10	64	398	941.958	943.803	B	says	mount montreux , mount montreux .
7	11	64	-1	942.647	942.647	B	adds	Interlaken-Montreux (5-6)
7	11	64	399	944.019	945.372	A	says	and go to mount bern .
7	11	64	-1	948.890	948.890	B	adds	Interlaken-Bern (5-3)
7	11	64	400	949.067	949.702	A	says	mount bern .
7	11	64	401	949.654	950.253	B	says	okay yeah .
7	11	65	-1	951.461	951.461	A	adds	Zurich-Bern (2-3)
7	11	65	402	963.470	964.177	A	says	who cares .
7	11	65	403	966.415	967.433	B	says	okay now i do what ?
7	11	65	404	967.325	969.841	A	says	no , my turn it's still my turn .
7	11	65	-1	968.820	968.820	A	adds	Basel-Zurich (0-2)
7	11	65	405	971.338	973.841	A	says	go to mount basel to mount neuchatel .
7	11	65	406	974.647	976.300	B	says	mount basel wait what what what ?
7	11	65	407	976.791	978.408	A	says	to , mount basel .
7	11	65	408	978.635	979.618	A	says	mount basel .
7	11	65	409	979.330	980.145	B	says	to neuchatel ?
7	11	66	-1	981.030	981.030	B	adds	Basel-Neuchatel (0-7)
7	11	66	410	981.879	982.514	B	says	where is mount
7	11	66	411	981.903	983.952	A	says	and now from , mount zurich .
7	11	66	412	984.467	986.096	A	says	you go to
7	11	66	413	987.804	990.200	A	says	uh oh yeah you go to mount saint gallen .
7	11	66	-1	991.341	991.341	B	adds	Zurich-Gallen (2-8)
7	11	66	414	992.668	993.326	A	says	thank you .
7	11	66	415	994.642	996.355	B	says	no but this is too much .
7	11	66	416	996.618	997.445	B	says	you have to go to
7	11	67	-1	998.136	998.136	A	adds	Gallen-Davos (8-9)
7	11	67	417	1000.909	1001.975	B	says	go to mount luzern .
7	11	67	-1	1003.912	1003.912	A	adds	Luzern-Davos (1-9)
7	11	67	418	1004.747	1006.328	A	says	go , go to mount zermatt .
7	11	68	-1	1006.647	1006.647	B	adds	Luzern-Zermatt (1-4)
7	11	68	-1	1007.416	1007.416	A	presses	submit (enabled)
7	11	68	419	1007.454	1008.185	A	says	yes check .
7	11	68	-1	1007.739	1007.739	T	submits	cost=31 (opt_cost=22)
7	11	68	-1	1008.047	1008.047	B	presses	submit (enabled)
7	11	68	-1	1008.420	1008.420	R	shows	talking emotion
7	11	68	-1	1008.445	1008.445	R	shows	up_left gesture
7	11	68	-1	1008.586	1008.586	R	says	you are not that far from the minimum; the difference is only 9 francs. i am sure you can do it.
7	11	68	420	1008.640	1009.563	B	says	alright let's hope the
7	11	68	421	1009.521	1016.995	R	says	you are not that far from the minimum the difference is only 9 francs i am sure you can do it
7	11	68	422	1017.162	1019.426	B	says	yeah you've said that a hundred times .
7	11	68	423	1019.036	1022.294	A	says	okay contour.
7	12	68	-1	1022.265	1022.265	B	adds	Zermatt-Interlaken (4-5)
7	12	68	424	1022.390	1022.821	B	says	alright .
7	12	68	-1	1023.205	1023.205	B	adds	Interlaken-Neuchatel (5-7)
7	12	68	425	1023.408	1024.031	A	says	no !
7	12	68	426	1026.115	1027.481	B	says	mount montreux .
7	12	68	427	1028.020	1031.542	B	says	i oh , i just found out a solution , go to mount montreux from mount interlaken .
7	12	68	428	1033.650	1035.063	A	says	oh i have , i've got one .
7	12	69	-1	1036.073	1036.073	A	adds	Interlaken-Montreux (5-6)
7	12	69	-1	1037.392	1037.392	A	adds	Interlaken-Bern (5-3)
7	12	69	429	1038.906	1039.517	B	says	this is
7	12	69	430	1038.978	1043.506	A	says	and i connect the two of them , mount bern to mount basel , and mount bern to mount luzern .
7	12	70	-1	1042.798	1042.798	B	adds	Luzern-Bern (1-3)
7	12	70	431	1044.757	1046.877	B	says	and i go from , mount luzern to
7	12	70	432	1046.877	1049.237	A	says	no , go to mount bern to mount basel .
7	12	70	-1	1049.762	1049.762	B	adds	Basel-Bern (0-3)
7	12	70	433	1051.671	1053.348	B	says	that was really stupid
7	12	71	-1	1052.952	1052.952	A	adds	Zurich-Bern (2-3)
7	12	71	434	1053.600	1054.067	B	says	oh no !
7	12	71	435	1056.019	1057.579	A	says	and now , you go
7	12	71	-1	1059.116	1059.116	A	adds	Zurich-Gallen (2-8)
7	12	71	436	1059.603	1061.580	A	says	here and go to mount davos .
7	12	71	437	1062.680	1064.489	B	says	okay let's hope this works .
7	12	72	-1	1063.130	1063.130	B	adds	Gallen-Davos (8-9)
7	12	72	-1	1064.797	1064.797	B	presses	submit (enabled)
7	12	72	438	1065.555	1066.082	B	says	check .
7	12	72	439	1067.950	1069.148	A	says	oh we have 9 francs !
7	12	72	440	1070.011	1070.262	A	says	no .
7	12	72	-1	1070.747	1070.747	A	presses	submit (enabled)
7	12	72	-1	1070.874	1070.874	T	submits	cost=27 (opt_cost=22)
7	12	72	-1	1071.441	1071.441	R	shows	talking emotion
7	12	72	-1	1071.443	1071.443	R	shows	up_left gesture
7	12	72	-1	1071.586	1071.586	R	says	you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.
7	12	72	441	1072.187	1080.455	R	says	you are not that far from the minimum the difference is only 5 francs i am sure you can do it
7	12	72	442	1076.499	1078.104	B	says	yes !
7	12	72	443	1080.619	1081.745	B	says	okay that's a lot .
7	12	72	444	1082.471	1084.112	A	says	oh okay .
7	12	72	445	1084.376	1085.035	A	says	little .
7	12	72	446	1090.845	1091.491	A	says	okay .
7	12	72	447	1091.671	1095.408	A	says	go from mount montreux , to mount interlaken .
7	12	72	448	1096.079	1100.907	B	says	yeah but , we already tried the um , the small things so we should
7	12	72	449	1098.331	1098.822	A	says	okay .
7	12	72	450	1099.877	1102.354	A	says	go around everything this time .
7	12	72	451	1103.049	1104.630	A	says	correct nothing .
7	13	72	-1	1104.063	1104.063	B	adds	Zermatt-Montreux (4-6)
7	13	72	-1	1104.991	1104.991	B	adds	Montreux-Neuchatel (6-7)
7	13	72	452	1105.504	1107.732	B	says	just do the contour and then
7	13	73	-1	1108.027	1108.027	A	adds	Zermatt-Davos (4-9)
7	13	73	-1	1108.857	1108.857	A	adds	Gallen-Davos (8-9)
7	13	73	453	1112.857	1114.618	A	says	we are at the
7	13	73	454	1114.247	1115.109	B	says	this is pretty hard .
7	13	73	455	1115.241	1116.247	A	says	we are at 7 francs .
7	13	73	456	1116.630	1118.571	A	says	7 we are at 9 francs .
7	13	74	-1	1117.013	1117.013	B	adds	Basel-Neuchatel (0-7)
7	13	74	457	1118.810	1119.829	B	says	no that that's
7	13	74	458	1119.385	1119.748	A	says	oh
7	13	74	459	1120.739	1123.818	A	says	8 8 11 11 13 .
7	13	74	-1	1125.295	1125.295	B	adds	Basel-Zurich (0-2)
7	13	74	460	1126.911	1127.725	A	says	13 .
7	13	75	-1	1130.127	1130.127	A	adds	Zurich-Gallen (2-8)
7	13	75	461	1133.822	1148.317	I	says	guys did you have a look at that green button ...
7	13	75	-1	1136.980	1136.980	B	presses	help (enabled)
7	13	75	-1	1137.871	1137.871	A	adds	Luzern-Zurich (1-2)
7	13	76	-1	1139.163	1139.163	B	presses	help (enabled)
7	13	76	-1	1140.218	1140.218	A	presses	help (enabled)
7	13	76	462	1140.945	1141.400	A	says	yeah .
7	13	76	-1	1143.121	1143.121	A	presses	previous (enabled)
7	13	76	-1	1144.147	1144.147	A	presses	compare (enabled)
7	13	76	463	1146.604	1147.862	A	says	oh yeah this is the answer ?
7	13	76	464	1148.317	1152.761	I	says	these are your previous solutions so you are not looking at them
7	13	76	-1	1151.013	1151.013	B	adds	Luzern-Davos (1-9)
7	13	76	465	1153.981	1156.053	B	says	oh i didn't know how to go .
7	13	76	-1	1154.209	1154.209	B	adds	Luzern-Bern (1-3)
7	13	77	-1	1157.879	1157.879	B	presses	compare (enabled)
7	13	77	-1	1159.426	1159.426	A	adds	Interlaken-Bern (5-3)
7	13	77	466	1161.048	1162.965	A	says	so okay .
7	13	77	-1	1161.742	1161.742	A	presses	submit (enabled)
7	13	77	-1	1161.980	1161.980	B	presses	previous (enabled)
7	13	77	-1	1162.496	1162.496	B	presses	previous (enabled)
7	13	77	-1	1162.930	1162.930	B	presses	previous (enabled)
7	13	77	-1	1163.429	1163.429	B	presses	previous (enabled)
7	13	77	-1	1164.130	1164.130	B	presses	previous (enabled)
7	13	77	-1	1164.530	1164.530	B	presses	previous (enabled)
7	13	77	-1	1164.780	1164.780	B	presses	previous (enabled)
7	13	77	-1	1165.013	1165.013	B	presses	previous (enabled)
7	13	77	-1	1165.230	1165.230	B	presses	previous (enabled)
7	13	77	-1	1165.446	1165.446	B	presses	previous (enabled)
7	13	77	-1	1165.680	1165.680	B	presses	previous (enabled)
7	13	77	467	1166.575	1169.043	B	says	what's the minimum like what price is the minimum ?
7	13	77	468	1168.001	1169.822	A	says	hey , hey , press check .
7	13	77	-1	1170.686	1170.686	B	presses	compare (enabled)
7	13	77	-1	1170.697	1170.697	B	presses	next (enabled)
7	13	77	-1	1171.146	1171.146	B	presses	compare (enabled)
7	13	77	-1	1171.157	1171.157	B	presses	next (enabled)
7	13	77	-1	1177.196	1177.196	B	presses	compare (enabled)
7	13	77	-1	1177.207	1177.207	B	presses	next (enabled)
7	13	77	-1	1177.679	1177.679	B	presses	compare (enabled)
7	13	77	-1	1177.692	1177.692	B	presses	next (enabled)
7	13	77	-1	1177.896	1177.896	B	presses	compare (enabled)
7	13	77	-1	1177.904	1177.904	B	presses	next (enabled)
7	13	77	-1	1178.096	1178.096	B	presses	compare (enabled)
7	13	77	-1	1178.105	1178.105	B	presses	next (enabled)
7	13	77	-1	1178.263	1178.263	B	presses	compare (enabled)
7	13	77	-1	1178.287	1178.287	B	presses	next (enabled)
7	13	77	-1	1178.411	1178.411	B	presses	compare (enabled)
7	13	77	-1	1178.422	1178.422	B	presses	next (enabled)
7	13	77	469	1178.633	1180.454	B	says	yeah so last last answer .
7	13	77	-1	1178.696	1178.696	B	presses	compare (enabled)
7	13	77	-1	1178.706	1178.706	B	presses	next (enabled)
7	13	77	-1	1178.912	1178.912	B	presses	compare (enabled)
7	13	77	-1	1178.920	1178.920	B	presses	next (enabled)
7	13	77	-1	1179.129	1179.129	B	presses	compare (enabled)
7	13	77	-1	1179.145	1179.145	B	presses	next (enabled)
7	13	77	-1	1179.329	1179.329	B	presses	compare (enabled)
7	13	77	-1	1179.580	1179.580	B	presses	compare (enabled)
7	13	77	-1	1180.613	1180.613	B	presses	previous (enabled)
7	13	77	470	1181.101	1183.149	B	says	last answer we had 31 .
7	13	77	471	1183.389	1185.054	B	says	and we were 5 away .
7	13	77	472	1185.533	1186.503	B	says	so the
7	13	77	473	1186.324	1188.204	I	says	that's not the last go to the next
7	13	77	-1	1188.630	1188.630	B	presses	compare (enabled)
7	13	77	-1	1188.648	1188.648	B	presses	next (enabled)
7	13	77	474	1189.450	1190.444	A	says	check , check .
7	13	77	475	1189.690	1190.385	B	says	oh yeah .
7	13	77	476	1190.624	1191.079	B	says	so
7	13	77	477	1191.594	1193.379	B	says	we were at 27 then
7	13	77	478	1194.601	1195.332	B	says	so it's
7	13	77	479	1196.329	1197.862	B	says	22 or something like that .
7	13	77	480	1198.101	1200.066	B	says	okay so the minimum is 22 .
7	13	77	481	1200.801	1201.388	A	says	okay .
7	13	77	482	1200.957	1202.514	B	says	the minimum is 22 .
7	13	77	483	1201.987	1202.994	A	says	and we are at how much ?
7	13	77	484	1203.293	1204.479	B	says	so we have to and
7	13	77	-1	1203.996	1203.996	B	presses	compare (enabled)
7	13	77	485	1204.946	1206.455	B	says	the minimum is 22
7	13	77	486	1206.911	1207.534	B	says	and
7	13	77	487	1209.453	1211.297	B	says	so you are right we have to do small ones .
7	13	77	488	1212.136	1212.351	B	says	but
7	13	77	489	1212.148	1213.210	A	says	press check we finished .
7	13	77	-1	1214.451	1214.451	T	submits	cost=33 (opt_cost=22)
7	13	77	-1	1214.730	1214.730	B	presses	submit (enabled)
7	13	77	490	1214.958	1217.354	B	says	i don't know if we have that was bad that's bad .
7	13	77	-1	1215.091	1215.091	R	shows	talking emotion
7	13	77	-1	1215.094	1215.094	R	shows	up_left gesture
7	13	77	-1	1215.358	1215.358	R	says	you are away from the minimum by 11 francs. let's try again.
7	13	77	491	1216.090	1222.112	R	says	you are away from the minimum by 11 francs let's try again
7	13	77	492	1222.297	1223.902	A	says	so little
7	13	77	493	1222.309	1224.620	B	says	we have to do small ones like you've said before .
7	14	77	-1	1224.847	1224.847	B	presses	compare (enabled)
7	14	77	494	1224.932	1225.267	B	says	because
7	14	77	-1	1225.872	1225.872	A	adds	Luzern-Zermatt (1-4)
7	14	77	495	1226.381	1226.836	A	says	this .
7	14	77	-1	1226.596	1226.596	B	presses	previous (enabled)
7	14	77	496	1227.172	1228.274	A	says	mount bern .
7	14	77	-1	1227.844	1227.844	A	adds	Luzern-Bern (1-3)
7	14	77	497	1229.208	1232.694	A	says	now go from mount bern to mount interlaken .
7	14	78	-1	1235.630	1235.630	B	adds	Interlaken-Bern (5-3)
7	14	78	498	1236.245	1237.658	B	says	it's interlaken you know .
7	14	78	499	1237.095	1238.329	A	says	and and go
7	14	78	500	1239.012	1240.102	A	says	to mount montreux .
7	14	78	501	1240.433	1241.559	A	says	from mount interlaken .
7	14	78	-1	1241.343	1241.343	B	adds	Interlaken-Montreux (5-6)
7	14	78	502	1242.996	1243.763	A	says	yes .
7	14	78	503	1244.517	1246.901	B	says	yes okay yeah this is good so far i think .
7	14	79	-1	1244.608	1244.608	A	adds	Zurich-Bern (2-3)
7	14	79	-1	1246.929	1246.929	A	adds	Basel-Zurich (0-2)
7	14	79	504	1247.395	1250.737	A	says	and go from mount basel to mount neuchatel .
7	14	79	505	1251.120	1251.719	A	says	neuchatel .
7	14	79	506	1252.054	1252.773	B	says	mount neuchatel ?
7	14	80	-1	1253.380	1253.380	B	adds	Montreux-Neuchatel (6-7)
7	14	80	507	1255.622	1256.664	B	says	and then where do i go ?
7	14	80	508	1256.915	1257.958	A	says	no , no .
7	14	80	509	1258.422	1260.135	A	says	no !
7	14	80	510	1260.387	1260.806	A	says	oh yeah .
7	14	80	-1	1260.709	1260.709	B	removes	Montreux-Neuchatel (6-7)
7	14	80	511	1265.330	1268.420	I	says	so guys you have 4 more minutes left
7	14	80	512	1268.636	1269.582	A	says	told you .
7	14	80	513	1269.786	1271.307	B	says	okay go go go go go .
7	14	81	-1	1270.209	1270.209	A	adds	Montreux-Neuchatel (6-7)
7	14	81	514	1271.659	1272.857	A	says	just press check .
7	14	81	-1	1272.611	1272.611	A	adds	Zurich-Gallen (2-8)
7	14	81	515	1274.330	1276.199	B	says	wait why we didn't even connect it to
7	14	81	516	1274.402	1276.259	A	says	go , go to mount davos !
7	14	81	517	1278.008	1279.795	A	says	from mount saint gallen to mount davos .
7	14	82	-1	1279.346	1279.346	B	adds	Gallen-Davos (8-9)
7	14	82	-1	1280.002	1280.002	A	presses	submit (enabled)
7	14	82	518	1280.286	1281.676	A	says	check , go .
7	14	82	-1	1281.162	1281.162	T	submits	cost=29 (opt_cost=22)
7	14	82	-1	1281.417	1281.417	B	presses	submit (enabled)
7	14	82	-1	1281.830	1281.830	R	shows	talking emotion
7	14	82	-1	1281.849	1281.849	R	shows	up_left gesture
7	14	82	-1	1281.949	1281.949	R	says	you are away from the minimum by 7 francs. let's try again.
7	14	82	519	1282.390	1287.782	R	says	you are away from the minimum by 7 francs let's try again
7	14	82	520	1287.500	1289.644	A	says	this time listen to me please .
7	14	82	521	1289.704	1290.866	B	says	okay where do i go ?
