team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object
11	7	47	233	832.873	833.277	A	says	uh wait
11	7	47	-1	833.032	833.032	A	presses	compare (enabled)
11	7	47	-1	833.073	833.073	A	presses	next (enabled)
11	7	47	234	833.472	834.895	B	says	this this , i think this is good this is good .
11	7	47	-1	834.078	834.078	A	presses	compare (enabled)
11	7	47	235	835.336	836.145	A	says	okay .
11	7	47	-1	835.707	835.707	A	presses	submit (enabled)
11	7	47	-1	836.241	836.241	T	submits	cost=29 (opt_cost=22)
11	7	47	-1	836.504	836.504	R	shows	talking emotion
11	7	47	-1	836.505	836.505	R	shows	up_left gesture
11	7	47	-1	836.550	836.550	R	says	you are not that far from the minimum; the difference is only 7 francs. i am sure you can do it.
11	7	47	-1	836.648	836.648	B	presses	submit (enabled)
11	7	47	236	836.669	845.057	R	says	you are not that far from the minimum the difference is only 7 francs i am sure you can do it
11	7	47	237	842.750	843.694	A	says	okay so
11	7	47	238	846.036	846.640	A	says	okay .
11	7	47	239	846.977	847.608	B	says	okay .
11	7	47	240	847.637	849.041	A	says	do the same thing .
11	7	47	241	849.209	851.259	B	says	no i'm doing , this .
11	8	47	-1	850.349	850.349	B	adds	Luzern-Zurich (1-2)
11	8	47	-1	851.155	851.155	B	adds	Luzern-Davos (1-9)
11	8	47	242	851.362	852.485	A	says	and then you can have some
11	8	48	-1	854.544	854.544	B	presses	compare (enabled)
11	8	48	-1	860.470	860.470	A	adds	Gallen-Davos (8-9)
11	8	48	-1	861.158	861.158	B	presses	previous (enabled)
11	8	48	-1	862.114	862.114	B	presses	previous (enabled)
11	8	48	-1	862.637	862.637	B	presses	previous (enabled)
11	8	48	-1	862.997	862.997	A	adds	Zurich-Bern (2-3)
11	8	49	-1	863.111	863.111	B	presses	previous (enabled)
11	8	49	-1	863.543	863.543	B	presses	previous (enabled)
11	8	49	243	864.700	865.290	B	says	it's my turn ?
11	8	49	244	866.554	870.808	A	says	you've got mount saint gallen mount davos mount luzern
11	8	49	-1	868.511	868.511	B	adds	Interlaken-Bern (5-3)
11	8	49	-1	869.324	869.324	B	adds	Zermatt-Interlaken (4-5)
11	8	49	245	869.530	870.485	B	says	there you go .
11	8	49	246	871.047	873.476	B	says	now go from zermatt to mountreux .
11	8	49	247	874.052	874.810	B	says	mountreux .
11	8	49	248	875.224	878.032	A	says	uh yeah .
11	8	50	-1	876.417	876.417	A	adds	Zermatt-Montreux (4-6)
11	8	50	249	878.570	879.960	A	says	it's seven now .
11	8	50	250	881.322	885.141	B	says	so it's two , five , seven .
11	8	50	251	883.456	885.197	A	says	maybe uh go to mount
11	8	50	252	885.774	887.417	B	says	it's your turn you still have one more move .
11	8	50	253	887.403	887.993	A	says	um
11	8	50	254	887.908	889.771	B	says	go from montreux to neuchatel .
11	8	50	-1	890.625	890.625	A	adds	Montreux-Neuchatel (6-7)
11	8	50	255	892.382	892.873	A	says	okay .
11	8	50	256	892.606	893.968	B	says	then i'll do this .
11	8	50	257	893.842	896.229	A	says	wait , i wanna
11	8	51	-1	894.671	894.671	A	presses	compare (enabled)
11	8	51	-1	896.477	896.477	B	adds	Basel-Neuchatel (0-7)
11	8	51	258	897.137	898.779	A	says	before we had 29 .
11	8	51	259	899.074	900.099	B	says	okay let's submit now .
11	8	51	260	900.662	901.153	B	says	it's good .
11	8	51	261	901.294	902.038	A	says	okay .
11	8	51	-1	901.966	901.966	A	presses	submit (enabled)
11	8	51	-1	902.209	902.209	T	submits	cost=24 (opt_cost=22)
11	8	51	-1	902.419	902.419	R	shows	talking emotion
11	8	51	-1	902.420	902.420	R	shows	up_left gesture
11	8	51	-1	902.574	902.574	R	says	you are not that far from the minimum; the difference is only 2 francs. i am sure you can do it.
11	8	51	-1	902.615	902.615	B	presses	submit (enabled)
11	8	51	262	902.824	910.599	R	says	you are not that far from the minimum the difference is only 2 francs i am sure you can do it
11	8	51	263	907.735	909.027	A	says	oh my goodness !
11	8	51	264	911.218	914.125	A	says	i told you , we should have added two things .
11	8	51	265	911.639	912.945	B	says	okay well let me just
11	8	51	266	917.240	918.251	A	says	so it was
11	9	51	-1	917.858	917.858	A	presses	compare (enabled)
11	9	51	-1	917.880	917.880	B	adds	Basel-Neuchatel (0-7)
11	9	51	267	918.527	920.718	B	says	no that's how much we need to pay back .
11	9	51	-1	920.692	920.692	B	adds	Basel-Zurich (0-2)
11	9	52	-1	924.671	924.671	A	adds	Montreux-Neuchatel (6-7)
11	9	52	268	925.005	927.953	A	says	i thought , i want to neuchatel to montreux .
11	9	52	269	927.971	929.558	B	says	go montreux to interlaken .
11	9	52	-1	930.849	930.849	A	adds	Interlaken-Montreux (5-6)
11	9	52	270	933.001	937.536	B	says	and to zermatt and to bern i can do bern then .
11	9	53	-1	934.757	934.757	B	adds	Zermatt-Interlaken (4-5)
11	9	53	271	938.758	939.614	A	says	we have to get
11	9	53	272	940.808	942.577	A	says	lower than 24 .
11	9	53	-1	942.453	942.453	A	presses	previous (enabled)
11	9	53	273	943.665	944.465	A	says	29 .
11	9	53	-1	944.089	944.089	A	presses	next (enabled)
11	9	53	-1	946.390	946.390	B	adds	Interlaken-Bern (5-3)
11	9	53	274	947.617	949.120	A	says	okay now where do i go ?
11	9	53	275	948.095	950.852	B	says	go to zurich , and then from zurich to luzern .
11	9	53	276	951.229	952.914	A	says	wait mount bern to zurich .
11	9	53	277	952.914	953.513	B	says	yeah .
11	9	53	278	954.584	955.342	A	says	and then to
11	9	54	-1	954.928	954.928	A	adds	Zurich-Bern (2-3)
11	9	54	279	955.482	956.142	B	says	luzern .
11	9	54	280	956.788	958.136	B	says	it's under uh zurich .
11	9	54	-1	958.167	958.167	A	adds	Luzern-Zurich (1-2)
11	9	54	281	958.892	960.422	A	says	i think we should do two more .
11	9	54	282	960.979	961.723	B	says	we're gonna .
11	9	54	283	965.026	965.419	B	says	no .
11	9	54	284	968.059	968.817	B	says	uh okay .
11	9	54	285	970.221	971.541	B	says	one , two .
11	9	55	-1	970.675	970.675	B	adds	Zermatt-Davos (4-9)
11	9	55	-1	971.635	971.635	B	adds	Gallen-Davos (8-9)
11	9	55	286	972.327	973.015	B	says	submit .
11	9	56	-1	973.310	973.310	B	presses	submit (enabled)
11	9	56	-1	973.372	973.372	A	presses	submit (enabled)
11	9	56	-1	973.408	973.408	T	submits	cost=31 (opt_cost=22)
11	9	56	-1	973.581	973.581	R	shows	talking emotion
11	9	56	-1	973.582	973.582	R	shows	up_left gesture
11	9	56	-1	973.661	973.661	R	says	you are away from the minimum by 9 francs. let's try again.
11	9	56	287	973.820	979.605	R	says	you are away from the minimum by 9 francs let's try again
11	9	56	288	976.853	977.260	B	says	what ?
11	9	56	289	977.878	978.510	A	says	okay wait .
11	9	56	290	979.900	982.991	I	says	so you guys are not looking at your previous solution .
11	10	56	-1	982.925	982.925	B	presses	compare (enabled)
11	10	56	291	983.426	984.086	B	says	kinda
11	10	56	-1	984.595	984.595	B	presses	previous (enabled)
11	10	56	292	984.901	990.420	I	says	the best one that you've got just where you can reduce 2 , 2 francs .
11	10	56	-1	984.980	984.980	B	presses	previous (enabled)
11	10	56	-1	985.412	985.412	B	presses	previous (enabled)
11	10	56	-1	985.826	985.826	B	presses	previous (enabled)
11	10	56	-1	986.393	986.393	B	presses	previous (enabled)
11	10	56	-1	986.876	986.876	B	presses	previous (enabled)
11	10	56	-1	987.360	987.360	B	presses	previous (enabled)
11	10	56	-1	987.848	987.848	B	presses	previous (enabled)
11	10	56	-1	989.160	989.160	B	presses	compare (enabled)
11	10	56	-1	989.180	989.180	B	presses	next (enabled)
11	10	56	-1	989.478	989.478	B	presses	compare (enabled)
11	10	56	-1	989.494	989.494	B	presses	next (enabled)
11	10	56	-1	989.860	989.860	B	presses	compare (enabled)
11	10	56	-1	989.871	989.871	B	presses	next (enabled)
11	10	56	-1	990.313	990.313	B	presses	compare (enabled)
11	10	56	-1	990.330	990.330	B	presses	next (enabled)
11	10	56	293	990.519	991.558	B	says	um
11	10	56	-1	990.743	990.743	B	presses	compare (enabled)
11	10	56	-1	990.754	990.754	B	presses	next (enabled)
11	10	56	-1	991.177	991.177	B	presses	compare (enabled)
11	10	56	-1	991.189	991.189	B	presses	next (enabled)
11	10	56	-1	992.523	992.523	A	presses	submit (disabled)
11	10	56	294	996.233	1000.670	A	says	so okay , saint gallen .
11	10	56	-1	999.794	999.794	A	adds	Gallen-Davos (8-9)
11	10	56	295	1001.611	1004.728	B	says	and then from saint gallen to luzern .
11	10	56	296	1006.434	1008.386	A	says	saint gallen to luzern .
11	10	56	297	1009.923	1010.415	A	says	i
11	10	56	298	1012.097	1013.796	A	says	i can't go to luzern .
11	10	56	299	1012.842	1014.653	B	says	oh no you can't , then you
11	10	56	300	1015.227	1015.929	B	says	um
11	10	56	301	1016.421	1018.035	B	says	then go to
11	10	56	302	1017.221	1019.327	A	says	mount davos to luzern i can do .
11	10	56	303	1021.077	1022.243	B	says	okay do that yeah .
11	10	56	-1	1022.276	1022.276	A	adds	Luzern-Davos (1-9)
11	10	56	304	1022.842	1024.325	A	says	okay wait i'm gonna look at my
11	10	57	-1	1023.716	1023.716	A	presses	compare (enabled)
11	10	57	305	1025.645	1026.600	B	says	okay where should i go next ?
11	10	57	306	1026.305	1027.429	A	says	previous one was
11	10	57	-1	1027.188	1027.188	A	presses	previous (enabled)
11	10	57	307	1027.653	1029.338	B	says	okay where should i go next ?
11	10	57	308	1028.243	1031.285	A	says	24 was our best , if we take two .
11	10	57	309	1034.705	1037.092	B	says	where nothing's left out .
11	10	57	-1	1038.573	1038.573	A	presses	previous (enabled)
11	10	57	-1	1039.219	1039.219	A	presses	previous (enabled)
11	10	57	310	1039.856	1041.260	A	says	okay our best was 24 .
11	10	57	-1	1040.221	1040.221	A	presses	compare (enabled)
11	10	57	-1	1040.253	1040.253	A	presses	next (enabled)
11	10	57	-1	1040.678	1040.678	A	presses	compare (enabled)
11	10	57	-1	1040.700	1040.700	A	presses	next (enabled)
11	10	57	311	1040.895	1042.172	B	says	okay where should i go ?
11	10	57	312	1043.513	1044.061	A	says	um ?
11	10	57	313	1044.873	1047.760	B	says	you need to tell me where to go because i can't see our previous ones .
11	10	57	314	1047.887	1048.547	A	says	uh
11	10	57	315	1051.182	1053.339	B	says	we need to be able to take away 2 francs .
11	10	57	316	1051.247	1053.359	A	says	mount to mount gallen
11	10	57	317	1053.598	1055.051	A	says	okay now go to
11	10	57	318	1059.090	1060.034	A	says	zurich .
11	10	57	319	1060.678	1061.352	B	says	from where ?
11	10	57	320	1064.093	1064.752	B	says	from luzern ?
11	10	57	321	1064.452	1065.920	A	says	yeah luzern to zurich .
11	10	57	322	1066.620	1067.683	B	says	how much did that cost ?
11	10	57	323	1068.132	1068.821	A	says	2 .
11	10	57	324	1069.091	1069.675	B	says	2 okay .
11	10	57	-1	1069.709	1069.709	B	adds	Luzern-Zurich (1-2)
11	10	57	325	1071.263	1071.787	A	says	then
11	10	57	326	1071.308	1072.132	B	says	then from where ?
11	10	57	327	1071.787	1073.165	A	says	we go to zurich .
11	10	57	328	1074.869	1075.722	A	says	to bern .
11	10	57	329	1076.366	1077.460	B	says	how much did that cost ?
11	10	57	330	1077.819	1078.284	A	says	4 .
11	10	57	-1	1079.059	1079.059	B	adds	Zurich-Bern (2-3)
11	10	57	331	1080.828	1081.831	B	says	no it cost 3 .
11	10	57	332	1080.948	1081.727	A	says	my turn .
11	10	57	333	1082.120	1082.924	A	says	no it cost 4 .
11	10	57	334	1083.196	1083.844	B	says	no it cost 3 .
11	10	57	335	1084.524	1085.613	A	says	okay .
11	10	57	336	1085.173	1087.921	B	says	so now , so best was 24 .
11	10	58	-1	1087.260	1087.260	B	presses	compare (enabled)
11	10	58	-1	1087.272	1087.272	B	presses	next (enabled)
11	10	58	-1	1088.459	1088.459	B	presses	compare (enabled)
11	10	58	-1	1088.469	1088.469	B	presses	next (enabled)
11	10	58	337	1089.035	1093.404	B	says	so let me got , we've got five , seven
11	10	58	-1	1089.310	1089.310	B	presses	previous (enabled)
11	10	58	338	1091.719	1092.704	A	says	where do i go now ?
11	10	58	339	1094.753	1097.099	A	says	we need to take off 2 and then we do it .
11	10	58	340	1096.732	1098.288	B	says	we're at 10 francs right now .
11	10	58	341	1099.377	1100.855	B	says	go from
11	10	58	342	1101.309	1102.618	B	says	bern to basel .
11	10	58	343	1103.057	1104.678	A	says	bern to basel .
11	10	58	-1	1104.528	1104.528	A	adds	Basel-Bern (0-3)
11	10	58	344	1106.052	1108.205	B	says	3 francs okay we've got 13 francs right now .
11	10	58	345	1109.372	1113.251	B	says	can you go from basel , no you can't , um .
11	10	58	346	1114.470	1116.249	B	says	try to go from basel
11	10	58	347	1116.768	1117.779	B	says	um
11	10	58	348	1118.181	1120.617	B	says	to mount zermatt , can you do that ?
11	10	58	349	1120.552	1121.213	A	says	mount
11	10	58	350	1122.990	1123.444	A	says	no .
11	10	58	351	1124.429	1125.194	B	says	okay
11	10	58	352	1126.426	1128.267	B	says	go from montreux to luzern .
11	10	58	353	1128.176	1129.901	A	says	try to not use 2 francs .
11	10	58	354	1129.577	1131.379	B	says	i know just go from montreux to luzern .
11	10	58	355	1131.833	1136.422	A	says	luzern , what what , okay so i go to mount basel to montreux ?
11	10	58	356	1136.845	1138.887	B	says	no from montreux to luzern .
11	10	58	357	1138.947	1140.904	A	says	i'm not , i i don't have montreux .
11	10	58	358	1141.694	1142.217	B	says	yeah you do .
11	10	58	359	1142.083	1144.575	A	says	i mean i do but it's like not connected to anyone .
11	10	58	360	1143.770	1147.161	B	says	okay then go from luzern to montreux , because they has to be connected somehow .
11	10	58	361	1147.161	1148.085	A	says	luzern .
11	10	58	362	1152.461	1154.162	A	says	where is luzern , oh here .
11	10	58	363	1155.308	1156.414	A	says	i can't .
11	10	58	364	1156.329	1158.152	B	says	then go from luzern to montreux .
11	10	58	365	1159.622	1160.558	A	says	i can't .
11	10	58	366	1160.668	1161.239	B	says	why ?
11	10	58	367	1161.445	1162.369	A	says	i don't know .
11	10	58	368	1162.005	1162.867	B	says	should be able to .
11	10	58	369	1163.926	1164.777	A	says	it doesn't work .
11	10	58	370	1164.777	1166.673	B	says	maybe the trees there i don't know .
11	10	58	371	1166.186	1167.232	A	says	yeah the trees .
11	10	58	372	1167.244	1168.119	B	says	um
11	10	58	373	1170.246	1171.559	B	says	we're at 13 francs right now .
11	10	58	374	1170.416	1172.324	A	says	try to leave out 2 francs like
11	10	58	375	1173.641	1176.534	B	says	we're at 13 francs right now , okay go from bern to interlaken .
11	10	58	376	1177.068	1177.725	A	says	bern
11	10	58	377	1178.670	1182.231	A	says	to interlaken , okay , my turn
11	10	58	-1	1181.009	1181.009	A	adds	Interlaken-Bern (5-3)
11	10	58	378	1182.705	1183.300	B	says	okay
11	10	58	379	1183.312	1185.245	A	says	i'm gonna go our best was 24 we
11	10	58	380	1183.872	1185.245	B	says	so we're at
11	10	58	381	1185.637	1186.706	A	says	uh we
11	10	58	382	1186.050	1188.116	B	says	right now we're at 17 francs .
11	10	58	383	1188.797	1191.993	B	says	and we still need to connect one two three mountains .
11	10	58	384	1188.809	1189.721	A	says	okay .
11	10	58	385	1190.255	1193.087	A	says	we should get 22 francs that's
11	10	58	386	1193.817	1194.278	B	says	yeah .
11	10	58	387	1194.877	1197.138	A	says	and we're at 17 .
11	10	58	388	1197.830	1199.763	A	says	so to mount basel .
11	10	58	389	1199.666	1203.579	I	says	so guys you have uh three four minutes left , to solve this .
11	10	58	390	1202.838	1203.336	B	says	okay .
11	10	58	391	1203.810	1204.855	A	says	okay .
11	10	58	392	1205.126	1207.399	A	says	13 , we're at 17 .
11	10	58	393	1207.316	1208.213	B	says	yeah , we are .
11	10	58	394	1207.885	1208.274	A	says	okay .
11	10	58	395	1209.939	1210.559	B	says	let's go .
11	10	58	396	1210.461	1211.203	A	says	20 .
11	10	58	397	1213.561	1214.229	A	says	um
11	10	58	398	1220.620	1221.495	B	says	where should i go ?
11	10	58	399	1221.058	1221.396	A	says	okay
11	10	58	400	1221.896	1222.431	A	says	you're at
11	10	58	401	1223.680	1227.897	A	says	um go to your mount interlaken go to zermatt .
11	10	58	402	1228.335	1229.064	B	says	zermatt ?
11	10	58	403	1228.967	1229.368	A	says	yeah .
11	10	58	404	1230.472	1231.541	B	says	how much did that cost ?
11	10	58	405	1231.541	1231.943	A	says	2 .
11	10	58	406	1232.380	1232.927	B	says	okay .
11	10	59	-1	1232.887	1232.887	B	adds	Zermatt-Interlaken (4-5)
11	10	59	408	1233.255	1234.660	B	says	so , we're 19 now .
11	10	59	407	1233.255	1234.373	A	says	how me
11	10	59	409	1236.330	1238.008	B	says	we can only use 4 more francs .
11	10	59	410	1238.418	1239.195	B	says	no , 3 .
11	10	59	-1	1239.192	1239.192	R	shows	observe gesture
11	10	59	-1	1239.244	1239.244	R	says	so guys,..you have 5 more minutes to find the best solution. you can do it!
11	10	59	411	1239.499	1244.816	R	says	so guys , you have 5 more minutes to find the best solution .
11	10	59	412	1244.852	1246.663	A	says	okay um .
11	10	59	413	1245.581	1247.879	R	says	you can do it .
11	10	59	414	1248.511	1251.342	B	says	okay , try to go , i'm just gonna try something .
11	10	59	415	1253.360	1256.095	A	says	go to , go to um montreux
11	10	59	416	1256.228	1258.659	B	says	montreux from where , from where
11	10	59	417	1256.265	1258.513	A	says	we'll go at one point .
11	10	59	418	1259.157	1261.017	A	says	um go to zermatt to montreux
11	10	59	419	1259.291	1260.008	B	says	zermatt .
11	10	59	-1	1262.354	1262.354	B	adds	Zermatt-Montreux (4-6)
11	10	59	420	1262.658	1263.812	A	says	okay , now submit .
11	10	59	421	1264.833	1265.417	A	says	we're at
11	10	59	422	1265.540	1268.292	B	says	no, we still have necuhatel to do , it's lonely .
11	10	59	423	1266.037	1267.155	A	says	we're at 21 .
11	10	59	424	1268.442	1270.703	B	says	we can't do it , it's not connected to anything .
11	10	59	425	1272.720	1276.038	B	says	try to go from , montreux to neuchatel .
11	10	59	426	1277.375	1278.980	A	says	yeah , and then , yeah .
11	10	60	-1	1277.645	1277.645	A	adds	Montreux-Neuchatel (6-7)
11	10	60	427	1279.138	1279.745	B	says	submit .
11	10	60	-1	1280.241	1280.241	B	presses	submit (enabled)
11	10	60	-1	1280.499	1280.499	A	presses	submit (enabled)
11	10	60	-1	1280.576	1280.576	T	submits	cost=23 (opt_cost=22)
11	10	60	428	1280.771	1281.987	A	says	okay .
11	10	60	-1	1280.915	1280.915	R	shows	up_left gesture
11	10	60	-1	1280.916	1280.916	R	shows	talking emotion
11	10	60	-1	1281.120	1281.120	R	says	you are not that far from the minimum; the difference is only 1 francs. i am sure you can do it.
11	10	60	429	1281.525	1289.478	R	says	you are not that far from the minimum the difference is only 1 francs i am sure you can do it .
11	10	60	430	1283.850	1284.895	B	says	2 francs .
11	10	60	431	1287.047	1289.113	A	says	i told you we 1 francs .
11	10	60	432	1289.478	1291.349	B	says	it's impossible oh my god .
11	10	60	-1	1289.983	1289.983	R	shows	talking emotion
11	10	60	-1	1289.996	1289.996	R	shows	up_right gesture
11	10	60	-1	1290.136	1290.136	R	says	hey guys, maybe, it would be easier to solve the problem if you look at your previous solutions more.
11	10	60	433	1290.353	1300.498	R	says	hey guys maybe it would be easier to solve the problem if you look at your previous solutions more
11	10	60	434	1301.271	1302.742	A	says	okay , so
11	11	60	-1	1302.538	1302.538	B	presses	compare (enabled)
11	11	60	435	1302.828	1305.464	B	says	oh my god , 23 francs , okay .
11	11	60	-1	1304.307	1304.307	B	presses	compare (enabled)
11	11	60	-1	1304.657	1304.657	B	presses	compare (enabled)
11	11	60	436	1304.698	1305.464	A	says	it's my turn .
11	11	60	437	1305.683	1307.591	B	says	now we need minus 1 franc .
11	11	60	438	1307.555	1310.192	A	says	go look at , look at the pre , look at this one .
11	11	60	439	1309.511	1312.039	B	says	okay let's see try to go can you
11	11	60	440	1313.097	1314.981	B	says	go from neuchatel to interlaken .
11	11	60	441	1315.306	1316.801	A	says	neuchatel .
11	11	60	442	1319.973	1321.723	A	says	neuchatel to interlaken okay .
11	11	60	-1	1321.669	1321.669	A	adds	Interlaken-Neuchatel (5-7)
11	11	60	443	1322.082	1323.504	A	says	how many does that cost ?
11	11	60	444	1322.811	1323.929	B	says	it's 3 francs .
11	11	60	445	1324.160	1324.707	A	says	okay .
11	11	60	446	1325.448	1326.797	A	says	i already add .
11	11	60	447	1325.825	1327.891	B	says	okay then go from
11	11	60	448	1331.961	1333.407	A	says	neuchatel to basel
11	11	60	449	1333.589	1334.914	A	says	how much do that cost ?
11	11	60	-1	1335.288	1335.288	B	presses	previous (enabled)
11	11	60	450	1335.631	1336.494	B	says	it cost 4 .
11	11	60	-1	1336.893	1336.893	A	adds	Basel-Neuchatel (0-7)
11	11	61	-1	1336.939	1336.939	B	presses	compare (enabled)
11	11	61	-1	1336.949	1336.949	B	presses	next (enabled)
11	11	61	451	1337.078	1337.296	B	says	but
11	11	61	452	1337.430	1338.451	A	says	so we're at
11	11	61	453	1339.448	1340.420	B	says	so we're at 7 .
11	11	61	454	1340.505	1342.742	A	says	w have to okay um .
11	11	61	455	1343.401	1344.786	A	says	if that cost
11	11	61	456	1345.771	1346.925	A	says	it's 7 francs .
11	11	61	457	1347.278	1347.898	A	says	um
11	11	61	458	1348.603	1349.150	A	says	go to
11	11	61	459	1349.854	1352.832	A	says	basel , wait we already went there , go to bern
11	11	61	460	1353.391	1354.036	B	says	from where ?
11	11	61	461	1354.461	1355.421	A	says	basel to bern .
11	11	61	462	1356.053	1356.965	B	says	how much did that cost ?
11	11	61	463	1357.317	1357.803	A	says	3 .
11	11	61	464	1358.046	1358.508	B	says	3 .
11	11	61	465	1359.076	1360.365	B	says	we'll be at 10 okay .
11	11	61	-1	1359.926	1359.926	B	adds	Basel-Bern (0-3)
11	11	61	466	1360.972	1362.139	A	says	10 we have to do
11	11	61	467	1361.216	1362.091	B	says	and then
11	11	61	468	1362.723	1363.804	A	says	find 12 .
11	11	61	469	1363.719	1365.409	B	says	okay i'm gonna go from
11	11	61	470	1364.728	1365.555	A	says	so wait .
11	11	61	471	1366.177	1368.256	A	says	right now we're at , 10 .
11	11	61	472	1369.192	1370.601	A	says	um 4 that would make it
11	11	61	473	1371.744	1373.883	A	says	14 .
11	11	61	474	1374.213	1378.054	B	says	how much does it cost to go from uh zurich to saint gallen ?
11	11	61	475	1379.915	1382.869	A	says	go to interlaken that costs 4 francs and we will be at 14 .
11	11	61	476	1383.355	1384.254	B	says	yeah it's too much
11	11	61	477	1385.117	1387.864	B	says	the longer the tracks the lot , the less money it costs .
11	11	61	478	1387.966	1389.413	A	says	okay so go to zurich .
11	11	61	479	1390.227	1390.823	B	says	from bern ?
11	11	61	480	1390.993	1392.974	A	says	yeah , it cost 3 francs .
11	11	61	-1	1392.684	1392.684	B	adds	Zurich-Bern (2-3)
11	11	61	481	1393.569	1394.238	A	says	okay .
11	11	61	482	1393.922	1394.882	B	says	we're at 13 .
11	11	61	483	1397.006	1399.668	B	says	okay go to , wait .
11	11	62	-1	1399.587	1399.587	B	presses	previous (enabled)
11	11	62	-1	1400.050	1400.050	B	presses	previous (enabled)
11	11	62	-1	1400.571	1400.571	B	presses	previous (enabled)
11	11	62	484	1401.396	1403.413	B	says	i'll be at 16 , wait .
11	11	62	-1	1403.742	1403.742	B	presses	compare (enabled)
11	11	62	-1	1403.756	1403.756	B	presses	next (enabled)
11	11	62	485	1404.300	1406.136	B	says	go from zurich to luzern .
11	11	62	-1	1408.305	1408.305	A	adds	Luzern-Zurich (1-2)
11	11	62	486	1411.542	1412.065	A	says	we're at
11	11	62	487	1412.271	1414.228	B	says	and now go to
11	11	62	488	1414.617	1415.845	B	says	from luzern
11	11	62	489	1417.444	1419.474	B	says	can you go to montreux from luzern ?
11	11	62	490	1420.422	1422.743	A	says	montreux montreux montreux , yeah um no .
11	11	62	491	1422.974	1423.436	B	says	okay .
11	11	62	492	1423.922	1424.894	B	says	um
11	11	62	493	1425.271	1428.990	B	says	then go to , davos , luzern to davos .
11	11	62	494	1429.610	1430.777	A	says	okay that's our last try .
11	11	62	-1	1430.469	1430.469	A	adds	Luzern-Davos (1-9)
11	11	62	495	1431.834	1433.366	B	says	that is , the what
11	11	62	496	1432.065	1433.585	A	says	okay we're at how many now ?
11	11	62	497	1433.964	1435.119	B	says	18 .
11	11	62	498	1435.350	1440.151	A	says	18 19 20 , 20 21 oh we're good , we have to find a 4 .
11	11	62	499	1439.701	1441.366	B	says	how much does it cost to go from
11	11	62	500	1440.552	1441.281	A	says	okay go to
11	11	62	501	1442.083	1444.696	B	says	i'm going to saint gallen how much does that cost from davos ?
11	11	62	502	1444.332	1445.717	A	says	saint gallen that costs 2 .
11	11	62	503	1446.021	1446.799	B	says	from davos ?
11	11	62	504	1446.629	1448.427	A	says	we won't do it this time 2 .
11	11	62	505	1448.244	1449.630	B	says	that will be 18 .
11	11	62	506	1450.244	1455.149	A	says	19 20 21 22 18 19 20 21 22
11	11	62	507	1451.819	1453.253	B	says	we're gonna get 22 .
11	11	62	508	1454.335	1455.198	B	says	uh i'm gonna
11	11	62	509	1455.562	1459.208	A	says	and we will need 4 francs , we will never do that .
11	11	62	510	1457.410	1459.962	B	says	how much does it cost to go from interlaken to zermatt ?
11	11	62	511	1460.897	1465.187	A	says	interlaken to zermatt 2 but we already did that .
11	11	63	-1	1463.219	1463.219	B	adds	Zermatt-Interlaken (4-5)
11	11	63	512	1465.962	1466.485	B	says	okay .
11	11	63	-1	1467.024	1467.024	B	removes	Zermatt-Interlaken (4-5)
11	11	63	513	1467.311	1467.894	B	says	go .
11	11	63	514	1468.624	1469.948	A	says	why did you do that ?
11	11	63	515	1469.876	1470.811	B	says	just go .
11	11	63	516	1470.957	1472.306	A	says	okay what you wanted me to do ?
11	11	63	517	1472.727	1473.723	B	says	um
11	11	63	518	1476.567	1476.981	B	says	wait .
11	11	63	519	1477.236	1478.147	A	says	quick bob .
11	11	64	-1	1477.421	1477.421	B	presses	previous (enabled)
11	11	64	-1	1477.925	1477.925	B	presses	previous (enabled)
11	11	64	520	1478.403	1480.102	B	says	i'm trying geez .
11	11	64	-1	1480.015	1480.015	B	presses	compare (enabled)
11	11	64	-1	1480.030	1480.030	B	presses	next (enabled)
11	11	64	-1	1480.656	1480.656	B	presses	compare (enabled)
11	11	64	-1	1480.672	1480.672	B	presses	next (enabled)
11	11	64	521	1481.317	1482.265	B	says	uh
11	11	64	522	1482.727	1484.307	B	says	go to
11	11	64	523	1486.851	1488.516	A	says	right now we're at ten mountains .
11	11	64	-1	1486.870	1486.870	B	presses	previous (enabled)
11	11	64	-1	1487.258	1487.258	B	presses	previous (enabled)
11	11	64	524	1487.516	1488.953	B	says	zermatt to luzern .
11	11	64	525	1489.293	1490.302	A	says	zermatt .
11	11	64	526	1493.863	1495.541	A	says	okay i've got it to luzern .
11	11	64	527	1497.164	1497.383	A	says	wait .
11	11	64	528	1497.553	1498.197	B	says	okay .
11	11	64	529	1498.829	1501.734	A	says	i can't oh yeah i can , i've go it .
11	11	64	-1	1500.621	1500.621	A	adds	Luzern-Zermatt (1-4)
11	11	64	530	1502.354	1505.560	A	says	we're at , seven , one of uh like
11	11	64	531	1505.001	1506.909	B	says	now go from saint gallen to davos .
11	11	64	532	1507.334	1507.918	A	says	saint
11	11	64	533	1508.294	1509.187	A	says	gallen
11	11	64	534	1509.417	1511.970	A	says	to davos oh okay .
11	11	64	-1	1514.717	1514.717	A	adds	Gallen-Davos (8-9)
11	11	64	535	1514.814	1515.397	A	says	okay .
11	11	64	536	1517.506	1518.381	A	says	we're at
11	11	64	537	1518.041	1518.758	B	says	okay submit .
11	11	65	-1	1518.109	1518.109	B	adds	Zermatt-Montreux (4-6)
