team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
20	78	458	255.525	256.550	B	how you doing ?	doing
20	78	459	255.525	256.550	B	how you doing ?	?
20	79	460	257.306	258.452	A	i 'm thinking .	i
20	79	461	257.306	258.452	A	i 'm thinking .	'm
20	79	462	257.306	258.452	A	i 'm thinking .	thinking
20	79	463	257.306	258.452	A	i 'm thinking .	.
20	80	464	259.321	259.968	B	okay .	okay
20	80	465	259.321	259.968	B	okay .	.
20	81	466	259.523	261.289	A	wait uh this one is not connected .	wait
20	81	467	259.523	261.289	A	wait uh this one is not connected .	uh
20	81	468	259.523	261.289	A	wait uh this one is not connected .	this
20	81	469	259.523	261.289	A	wait uh this one is not connected .	one
20	81	470	259.523	261.289	A	wait uh this one is not connected .	is
20	81	471	259.523	261.289	A	wait uh this one is not connected .	not
20	81	472	259.523	261.289	A	wait uh this one is not connected .	connected
20	81	473	259.523	261.289	A	wait uh this one is not connected .	.
20	82	474	262.017	263.608	A	and this one is not connected .	and
20	82	475	262.017	263.608	A	and this one is not connected .	this
20	82	476	262.017	263.608	A	and this one is not connected .	one
20	82	477	262.017	263.608	A	and this one is not connected .	is
20	82	478	262.017	263.608	A	and this one is not connected .	not
20	82	479	262.017	263.608	A	and this one is not connected .	connected
20	82	480	262.017	263.608	A	and this one is not connected .	.
20	83	481	264.531	265.777	B	oh my turn yey .	oh
20	83	482	264.531	265.777	B	oh my turn yey .	my
20	83	483	264.531	265.777	B	oh my turn yey .	turn
20	83	484	264.531	265.777	B	oh my turn yey .	yey
20	83	485	264.531	265.777	B	oh my turn yey .	.
20	84	486	269.134	270.644	B	what can we connect next ?	what
20	84	487	269.134	270.644	B	what can we connect next ?	can
20	84	488	269.134	270.644	B	what can we connect next ?	we
20	84	489	269.134	270.644	B	what can we connect next ?	connect
20	84	490	269.134	270.644	B	what can we connect next ?	next
20	84	491	269.134	270.644	B	what can we connect next ?	?
20	85	492	271.214	273.371	B	can i connect it , can i connect it .	can
20	85	493	271.214	273.371	B	can i connect it , can i connect it .	i
20	85	494	271.214	273.371	B	can i connect it , can i connect it .	connect
20	85	495	271.214	273.371	B	can i connect it , can i connect it .	it
20	85	496	271.214	273.371	B	can i connect it , can i connect it .	,
20	85	497	271.214	273.371	B	can i connect it , can i connect it .	can
20	85	498	271.214	273.371	B	can i connect it , can i connect it .	i
20	85	499	271.214	273.371	B	can i connect it , can i connect it .	connect
20	85	500	271.214	273.371	B	can i connect it , can i connect it .	it
20	85	501	271.214	273.371	B	can i connect it , can i connect it .	.
20	86	502	272.508	272.872	A	oh .	oh
20	86	503	272.508	272.872	A	oh .	.
20	87	504	278.140	279.070	B	did we do it ?	did
20	87	505	278.140	279.070	B	did we do it ?	we
20	87	506	278.140	279.070	B	did we do it ?	do
20	87	507	278.140	279.070	B	did we do it ?	it
20	87	508	278.140	279.070	B	did we do it ?	?
20	88	509	280.719	281.447	A	i do n't know .	i
20	88	510	280.719	281.447	A	i do n't know .	do
20	88	511	280.719	281.447	A	i do n't know .	n't
20	88	512	280.719	281.447	A	i do n't know .	know
20	88	513	280.719	281.447	A	i do n't know .	.
20	89	514	281.716	284.062	B	i 'm so confused , let me see .	i
20	89	515	281.716	284.062	B	i 'm so confused , let me see .	'm
20	89	516	281.716	284.062	B	i 'm so confused , let me see .	so
20	89	517	281.716	284.062	B	i 'm so confused , let me see .	confused
20	89	518	281.716	284.062	B	i 'm so confused , let me see .	,
20	89	519	281.716	284.062	B	i 'm so confused , let me see .	let
20	89	520	281.716	284.062	B	i 'm so confused , let me see .	me
20	89	521	281.716	284.062	B	i 'm so confused , let me see .	see
20	89	522	281.716	284.062	B	i 'm so confused , let me see .	.
20	90	523	285.712	287.438	B	what , what can i do .	what
20	90	524	285.712	287.438	B	what , what can i do .	,
20	90	525	285.712	287.438	B	what , what can i do .	what
20	90	526	285.712	287.438	B	what , what can i do .	can
20	90	527	285.712	287.438	B	what , what can i do .	i
20	90	528	285.712	287.438	B	what , what can i do .	do
20	90	529	285.712	287.438	B	what , what can i do .	.
20	91	530	288.233	289.244	A	uh i do n't know .	uh
20	91	531	288.233	289.244	A	uh i do n't know .	i
20	91	532	288.233	289.244	A	uh i do n't know .	do
20	91	533	288.233	289.244	A	uh i do n't know .	n't
20	91	534	288.233	289.244	A	uh i do n't know .	know
20	91	535	288.233	289.244	A	uh i do n't know .	.
20	92	536	290.369	291.906	B	oh you think we are done ?	oh
20	92	537	290.369	291.906	B	oh you think we are done ?	you
20	92	538	290.369	291.906	B	oh you think we are done ?	think
20	92	539	290.369	291.906	B	oh you think we are done ?	we
20	92	540	290.369	291.906	B	oh you think we are done ?	are
20	92	541	290.369	291.906	B	oh you think we are done ?	done
20	92	542	290.369	291.906	B	oh you think we are done ?	?
20	93	543	292.795	295.208	A	uh i do n't know , i do n't think so .	uh
20	93	544	292.795	295.208	A	uh i do n't know , i do n't think so .	i
20	93	545	292.795	295.208	A	uh i do n't know , i do n't think so .	do
20	93	546	292.795	295.208	A	uh i do n't know , i do n't think so .	n't
20	93	547	292.795	295.208	A	uh i do n't know , i do n't think so .	know
20	93	548	292.795	295.208	A	uh i do n't know , i do n't think so .	,
20	93	549	292.795	295.208	A	uh i do n't know , i do n't think so .	i
20	93	550	292.795	295.208	A	uh i do n't know , i do n't think so .	do
20	93	551	292.795	295.208	A	uh i do n't know , i do n't think so .	n't
20	93	552	292.795	295.208	A	uh i do n't know , i do n't think so .	think
20	93	553	292.795	295.208	A	uh i do n't know , i do n't think so .	so
20	93	554	292.795	295.208	A	uh i do n't know , i do n't think so .	.
20	94	555	296.333	297.546	A	or maybe yes , i do n't know .	or
20	94	556	296.333	297.546	A	or maybe yes , i do n't know .	maybe
20	94	557	296.333	297.546	A	or maybe yes , i do n't know .	yes
20	94	558	296.333	297.546	A	or maybe yes , i do n't know .	,
20	94	559	296.333	297.546	A	or maybe yes , i do n't know .	i
20	94	560	296.333	297.546	A	or maybe yes , i do n't know .	do
20	94	561	296.333	297.546	A	or maybe yes , i do n't know .	n't
20	94	562	296.333	297.546	A	or maybe yes , i do n't know .	know
20	94	563	296.333	297.546	A	or maybe yes , i do n't know .	.
20	95	564	298.076	299.707	B	i think probably yes .	i
20	95	565	298.076	299.707	B	i think probably yes .	think
20	95	566	298.076	299.707	B	i think probably yes .	probably
20	95	567	298.076	299.707	B	i think probably yes .	yes
20	95	568	298.076	299.707	B	i think probably yes .	.
20	96	569	299.928	301.680	A	so should we click the check ?	so
20	96	570	299.928	301.680	A	so should we click the check ?	should
20	96	571	299.928	301.680	A	so should we click the check ?	we
20	96	572	299.928	301.680	A	so should we click the check ?	click
20	96	573	299.928	301.680	A	so should we click the check ?	the
20	96	574	299.928	301.680	A	so should we click the check ?	check
20	96	575	299.928	301.680	A	so should we click the check ?	?
20	97	576	302.435	304.309	B	oh yes , click the check .	oh
20	97	577	302.435	304.309	B	oh yes , click the check .	yes
20	97	578	302.435	304.309	B	oh yes , click the check .	,
20	97	579	302.435	304.309	B	oh yes , click the check .	click
20	97	580	302.435	304.309	B	oh yes , click the check .	the
20	97	581	302.435	304.309	B	oh yes , click the check .	check
20	97	582	302.435	304.309	B	oh yes , click the check .	.
20	98	583	303.904	304.471	A	okay .	okay
20	98	584	303.904	304.471	A	okay .	.
20	99	585	312.736	313.248	B	what ?	what
20	99	586	312.736	313.248	B	what ?	?
20	100	587	320.287	320.813	B	what	what
20	101	588	327.921	330.361	B	oh now we start again , basically .	oh
20	101	589	327.921	330.361	B	oh now we start again , basically .	now
20	101	590	327.921	330.361	B	oh now we start again , basically .	we
20	101	591	327.921	330.361	B	oh now we start again , basically .	start
20	101	592	327.921	330.361	B	oh now we start again , basically .	again
20	101	593	327.921	330.361	B	oh now we start again , basically .	,
20	101	594	327.921	330.361	B	oh now we start again , basically .	basically
20	101	595	327.921	330.361	B	oh now we start again , basically .	.
20	102	596	328.932	331.884	A	oh , oh i see , compare solutions .	oh
20	102	597	328.932	331.884	A	oh , oh i see , compare solutions .	,
20	102	598	328.932	331.884	A	oh , oh i see , compare solutions .	oh
20	102	599	328.932	331.884	A	oh , oh i see , compare solutions .	i
20	102	600	328.932	331.884	A	oh , oh i see , compare solutions .	see
20	102	601	328.932	331.884	A	oh , oh i see , compare solutions .	,
20	102	602	328.932	331.884	A	oh , oh i see , compare solutions .	compare
20	102	603	328.932	331.884	A	oh , oh i see , compare solutions .	solutions
20	102	604	328.932	331.884	A	oh , oh i see , compare solutions .	.
20	103	605	332.900	333.992	B	what can we do ?	what
20	103	606	332.900	333.992	B	what can we do ?	can
20	103	607	332.900	333.992	B	what can we do ?	we
20	103	608	332.900	333.992	B	what can we do ?	do
20	103	609	332.900	333.992	B	what can we do ?	?
20	104	610	334.262	335.434	A	oh okay um .	oh
20	104	611	334.262	335.434	A	oh okay um .	okay
20	104	612	334.262	335.434	A	oh okay um .	um
20	104	613	334.262	335.434	A	oh okay um .	.
20	105	614	337.408	341.281	A	oh this is our previous solution price 64 .	oh
20	105	615	337.408	341.281	A	oh this is our previous solution price 64 .	this
20	105	616	337.408	341.281	A	oh this is our previous solution price 64 .	is
20	105	617	337.408	341.281	A	oh this is our previous solution price 64 .	our
20	105	618	337.408	341.281	A	oh this is our previous solution price 64 .	previous
20	105	619	337.408	341.281	A	oh this is our previous solution price 64 .	solution
20	105	620	337.408	341.281	A	oh this is our previous solution price 64 .	price
20	105	621	337.408	341.281	A	oh this is our previous solution price 64 .	64
20	105	622	337.408	341.281	A	oh this is our previous solution price 64 .	.
20	106	623	342.187	342.781	B	so .	so
20	106	624	342.187	342.781	B	so .	.
20	107	625	342.888	346.937	A	oh i get it we have to get the most price , but .	oh
20	107	626	342.888	346.937	A	oh i get it we have to get the most price , but .	i
20	107	627	342.888	346.937	A	oh i get it we have to get the most price , but .	get
20	107	628	342.888	346.937	A	oh i get it we have to get the most price , but .	it
20	107	629	342.888	346.937	A	oh i get it we have to get the most price , but .	we
20	107	630	342.888	346.937	A	oh i get it we have to get the most price , but .	have
20	107	631	342.888	346.937	A	oh i get it we have to get the most price , but .	to
20	107	632	342.888	346.937	A	oh i get it we have to get the most price , but .	get
20	107	633	342.888	346.937	A	oh i get it we have to get the most price , but .	the
20	107	634	342.888	346.937	A	oh i get it we have to get the most price , but .	most
20	107	635	342.888	346.937	A	oh i get it we have to get the most price , but .	price
20	107	636	342.888	346.937	A	oh i get it we have to get the most price , but .	,
20	107	637	342.888	346.937	A	oh i get it we have to get the most price , but .	but
20	107	638	342.888	346.937	A	oh i get it we have to get the most price , but .	.
20	108	639	353.681	357.206	A	oh by by 40 francs so	oh
20	108	640	353.681	357.206	A	oh by by 40 francs so	by
20	108	641	353.681	357.206	A	oh by by 40 francs so	by
20	108	642	353.681	357.206	A	oh by by 40 francs so	40
20	108	643	353.681	357.206	A	oh by by 40 francs so	francs
20	108	644	353.681	357.206	A	oh by by 40 francs so	so
20	109	645	358.718	360.686	A	oh so we need to get 24 .	oh
20	109	646	358.718	360.686	A	oh so we need to get 24 .	so
20	109	647	358.718	360.686	A	oh so we need to get 24 .	we
20	109	648	358.718	360.686	A	oh so we need to get 24 .	need
20	109	649	358.718	360.686	A	oh so we need to get 24 .	to
20	109	650	358.718	360.686	A	oh so we need to get 24 .	get
20	109	651	358.718	360.686	A	oh so we need to get 24 .	24
20	109	652	358.718	360.686	A	oh so we need to get 24 .	.
20	110	653	362.322	363.401	B	okay .	okay
20	110	654	362.322	363.401	B	okay .	.
20	111	655	365.278	366.289	B	i 'm just gon na	i
20	111	656	365.278	366.289	B	i 'm just gon na	'm
20	111	657	365.278	366.289	B	i 'm just gon na	just
20	111	658	365.278	366.289	B	i 'm just gon na	gon
20	111	659	365.278	366.289	B	i 'm just gon na	na
20	112	660	365.494	366.977	A	by 40 okay .	by
20	112	661	365.494	366.977	A	by 40 okay .	40
20	112	662	365.494	366.977	A	by 40 okay .	okay
20	112	663	365.494	366.977	A	by 40 okay .	.
20	113	664	367.004	369.269	B	okay , tell me if this works .	okay
20	113	665	367.004	369.269	B	okay , tell me if this works .	,
20	113	666	367.004	369.269	B	okay , tell me if this works .	tell
20	113	667	367.004	369.269	B	okay , tell me if this works .	me
20	113	668	367.004	369.269	B	okay , tell me if this works .	if
20	113	669	367.004	369.269	B	okay , tell me if this works .	this
20	113	670	367.004	369.269	B	okay , tell me if this works .	works
20	113	671	367.004	369.269	B	okay , tell me if this works .	.
20	114	672	372.908	373.407	A	oh wait .	oh
20	114	673	372.908	373.407	A	oh wait .	wait
20	114	674	372.908	373.407	A	oh wait .	.
20	115	675	373.771	374.594	A	that 's 2 .	that
20	115	676	373.771	374.594	A	that 's 2 .	's
20	115	677	373.771	374.594	A	that 's 2 .	2
20	115	678	373.771	374.594	A	that 's 2 .	.
20	116	679	375.160	375.726	B	that 's uh	that
20	116	680	375.160	375.726	B	that 's uh	's
20	116	681	375.160	375.726	B	that 's uh	uh
20	117	682	375.861	377.128	A	that 's 2 francs .	that
20	117	683	375.861	377.128	A	that 's 2 francs .	's
20	117	684	375.861	377.128	A	that 's 2 francs .	2
20	117	685	375.861	377.128	A	that 's 2 francs .	francs
20	117	686	375.861	377.128	A	that 's 2 francs .	.
20	118	687	378.385	379.343	B	i 'll try this one .	i
20	118	688	378.385	379.343	B	i 'll try this one .	'll
20	118	689	378.385	379.343	B	i 'll try this one .	try
20	118	690	378.385	379.343	B	i 'll try this one .	this
20	118	691	378.385	379.343	B	i 'll try this one .	one
20	118	692	378.385	379.343	B	i 'll try this one .	.
20	119	693	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	wait
20	119	694	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	wait
20	119	695	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	wait
20	119	696	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	,
20	119	697	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	wait
20	119	698	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	,
20	119	699	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	wait
20	119	700	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	,
20	119	701	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	wait
20	119	702	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	,
20	119	703	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	wait
20	119	704	380.924	382.892	A	wait wait wait , wait , wait , wait , wait .	.
20	120	705	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	try
20	120	706	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	from
20	120	707	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	neuchatel
20	120	708	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	to
20	120	709	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	mount
20	120	710	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	bern
20	120	711	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	that
20	120	712	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	's
20	120	713	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	5
20	120	714	383.275	388.223	A	try from neuchatel to mount bern that 's 5 .	.
20	121	715	392.015	393.268	A	neuchatel to	neuchatel
20	121	716	392.015	393.268	A	neuchatel to	to
20	122	717	393.524	394.846	B	neuchatel ?	neuchatel
20	122	718	393.524	394.846	B	neuchatel ?	?
20	123	719	395.385	398.512	A	neuchatel whatever to mount bern .	neuchatel
20	123	720	395.385	398.512	A	neuchatel whatever to mount bern .	whatever
20	123	721	395.385	398.512	A	neuchatel whatever to mount bern .	to
20	123	722	395.385	398.512	A	neuchatel whatever to mount bern .	mount
20	123	723	395.385	398.512	A	neuchatel whatever to mount bern .	bern
20	123	724	395.385	398.512	A	neuchatel whatever to mount bern .	.
20	124	725	398.193	400.821	B	i 'm trying to	i
20	124	726	398.193	400.821	B	i 'm trying to	'm
20	124	727	398.193	400.821	B	i 'm trying to	trying
20	124	728	398.193	400.821	B	i 'm trying to	to
20	125	729	402.592	404.735	B	oh that 's to	oh
20	125	730	402.592	404.735	B	oh that 's to	that
20	125	731	402.592	404.735	B	oh that 's to	's
20	125	732	402.592	404.735	B	oh that 's to	to
20	126	733	404.911	405.760	A	mount bern .	mount
20	126	734	404.911	405.760	A	mount bern .	bern
20	126	735	404.911	405.760	A	mount bern .	.
20	127	736	407.951	409.056	B	how much do we have now ?	how
20	127	737	407.951	409.056	B	how much do we have now ?	much
20	127	738	407.951	409.056	B	how much do we have now ?	do
20	127	739	407.951	409.056	B	how much do we have now ?	we
20	127	740	407.951	409.056	B	how much do we have now ?	have
20	127	741	407.951	409.056	B	how much do we have now ?	now
20	127	742	407.951	409.056	B	how much do we have now ?	?
20	128	743	409.043	410.957	A	now we have um seven .	now
20	128	744	409.043	410.957	A	now we have um seven .	we
20	128	745	409.043	410.957	A	now we have um seven .	have
20	128	746	409.043	410.957	A	now we have um seven .	um
20	128	747	409.043	410.957	A	now we have um seven .	seven
20	128	748	409.043	410.957	A	now we have um seven .	.
20	129	749	411.097	411.811	B	5 .	5
20	129	750	411.097	411.811	B	5 .	.
20	130	751	412.027	412.849	A	i do .	i
20	130	752	412.027	412.849	A	i do .	do
20	130	753	412.027	412.849	A	i do .	.
20	131	754	412.310	412.862	B	2 .	2
20	131	755	412.310	412.862	B	2 .	.
20	132	756	413.267	415.060	A	look at our previous solution .	look
20	132	757	413.267	415.060	A	look at our previous solution .	at
20	132	758	413.267	415.060	A	look at our previous solution .	our
20	132	759	413.267	415.060	A	look at our previous solution .	previous
20	132	760	413.267	415.060	A	look at our previous solution .	solution
20	132	761	413.267	415.060	A	look at our previous solution .	.
20	133	762	415.983	417.776	A	top right i mean bottom right .	top
20	133	763	415.983	417.776	A	top right i mean bottom right .	right
20	133	764	415.983	417.776	A	top right i mean bottom right .	i
20	133	765	415.983	417.776	A	top right i mean bottom right .	mean
20	133	766	415.983	417.776	A	top right i mean bottom right .	bottom
20	133	767	415.983	417.776	A	top right i mean bottom right .	right
20	133	768	415.983	417.776	A	top right i mean bottom right .	.
20	134	769	421.532	422.219	A	bottom right .	bottom
20	134	770	421.532	422.219	A	bottom right .	right
20	134	771	421.532	422.219	A	bottom right .	.
20	135	772	423.247	424.259	B	i did it .	i
20	135	773	423.247	424.259	B	i did it .	did
20	135	774	423.247	424.259	B	i did it .	it
20	135	775	423.247	424.259	B	i did it .	.
20	136	776	424.690	425.795	B	i did	i
20	136	777	424.690	425.795	B	i did	did
20	137	778	425.081	426.645	A	that 's i think that 's bottom left .	that
20	137	779	425.081	426.645	A	that 's i think that 's bottom left .	's
20	137	780	425.081	426.645	A	that 's i think that 's bottom left .	i
20	137	781	425.081	426.645	A	that 's i think that 's bottom left .	think
20	137	782	425.081	426.645	A	that 's i think that 's bottom left .	that
20	137	783	425.081	426.645	A	that 's i think that 's bottom left .	's
20	137	784	425.081	426.645	A	that 's i think that 's bottom left .	bottom
20	137	785	425.081	426.645	A	that 's i think that 's bottom left .	left
20	137	786	425.081	426.645	A	that 's i think that 's bottom left .	.
20	138	787	427.566	428.240	A	you clicked .	you
20	138	788	427.566	428.240	A	you clicked .	clicked
20	138	789	427.566	428.240	A	you clicked .	.
20	139	790	429.374	431.437	B	okay , here we go .	okay
20	139	791	429.374	431.437	B	okay , here we go .	,
20	139	792	429.374	431.437	B	okay , here we go .	here
20	139	793	429.374	431.437	B	okay , here we go .	we
20	139	794	429.374	431.437	B	okay , here we go .	go
20	139	795	429.374	431.437	B	okay , here we go .	.
20	140	796	432.494	433.195	B	um	um
20	141	797	433.573	435.810	B	try um neuchatel .	try
20	141	798	433.573	435.810	B	try um neuchatel .	um
20	141	799	433.573	435.810	B	try um neuchatel .	neuchatel
20	141	800	433.573	435.810	B	try um neuchatel .	.
20	142	801	436.217	436.760	A	okay .	okay
20	142	802	436.217	436.760	A	okay .	.
20	143	803	436.351	438.600	B	the one i just did to basel .	the
20	143	804	436.351	438.600	B	the one i just did to basel .	one
20	143	805	436.351	438.600	B	the one i just did to basel .	i
20	143	806	436.351	438.600	B	the one i just did to basel .	just
20	143	807	436.351	438.600	B	the one i just did to basel .	did
20	143	808	436.351	438.600	B	the one i just did to basel .	to
20	143	809	436.351	438.600	B	the one i just did to basel .	basel
20	143	810	436.351	438.600	B	the one i just did to basel .	.
20	144	811	438.805	439.642	A	how much is that ?	how
20	144	812	438.805	439.642	A	how much is that ?	much
20	144	813	438.805	439.642	A	how much is that ?	is
20	144	814	438.805	439.642	A	how much is that ?	that
20	144	815	438.805	439.642	A	how much is that ?	?
20	145	816	439.667	440.939	B	um it 's 4 francs .	um
20	145	817	439.667	440.939	B	um it 's 4 francs .	it
20	145	818	439.667	440.939	B	um it 's 4 francs .	's
20	145	819	439.667	440.939	B	um it 's 4 francs .	4
20	145	820	439.667	440.939	B	um it 's 4 francs .	francs
20	145	821	439.667	440.939	B	um it 's 4 francs .	.
20	146	822	442.394	443.583	B	now this makes sense .	now
20	146	823	442.394	443.583	B	now this makes sense .	this
20	146	824	442.394	443.583	B	now this makes sense .	makes
20	146	825	442.394	443.583	B	now this makes sense .	sense
20	146	826	442.394	443.583	B	now this makes sense .	.
20	147	827	443.673	444.254	A	there we go .	there
20	147	828	443.673	444.254	A	there we go .	we
20	147	829	443.673	444.254	A	there we go .	go
20	147	830	443.673	444.254	A	there we go .	.
20	148	831	443.967	444.714	B	perfect .	perfect
20	148	832	443.967	444.714	B	perfect .	.
20	149	833	445.687	446.454	A	now what else ?	now
20	149	834	445.687	446.454	A	now what else ?	what
20	149	835	445.687	446.454	A	now what else ?	else
20	149	836	445.687	446.454	A	now what else ?	?
20	150	837	446.562	447.010	B	um	um
20	151	838	451.180	451.966	A	how much is that ?	how
20	151	839	451.180	451.966	A	how much is that ?	much
20	151	840	451.180	451.966	A	how much is that ?	is
20	151	841	451.180	451.966	A	how much is that ?	that
20	151	842	451.180	451.966	A	how much is that ?	?
20	152	843	452.240	453.001	B	5 francs .	5
20	152	844	452.240	453.001	B	5 francs .	francs
20	152	845	452.240	453.001	B	5 francs .	.
20	153	846	454.265	456.623	A	okay we have to get to um .	okay
20	153	847	454.265	456.623	A	okay we have to get to um .	we
20	153	848	454.265	456.623	A	okay we have to get to um .	have
20	153	849	454.265	456.623	A	okay we have to get to um .	to
20	153	850	454.265	456.623	A	okay we have to get to um .	get
20	153	851	454.265	456.623	A	okay we have to get to um .	to
20	153	852	454.265	456.623	A	okay we have to get to um .	um
20	153	853	454.265	456.623	A	okay we have to get to um .	.
20	154	854	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	we
20	154	855	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	,
20	154	856	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	wait
20	154	857	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	wait
20	154	858	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	wait
20	154	859	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	wait
20	154	860	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	wait
20	154	861	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	,
20	154	862	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	do
20	154	863	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	n't
20	154	864	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	to
20	154	865	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	anything
20	154	866	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	else
20	154	867	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	,
20	154	868	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	we
20	154	869	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	have
20	154	870	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	5
20	154	871	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	2
20	154	872	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	7
20	154	873	457.092	460.786	A	we , wait wait wait wait wait , do n't to anything else , we have 5 2 7 .	.
20	155	874	461.947	463.295	A	7 11 .	7
20	155	875	461.947	463.295	A	7 11 .	11
20	155	876	461.947	463.295	A	7 11 .	.
20	156	877	464.583	465.458	A	14 .	14
20	156	878	464.583	465.458	A	14 .	.
20	157	879	466.123	468.347	A	4 , we have 19 .	4
20	157	880	466.123	468.347	A	4 , we have 19 .	,
20	157	881	466.123	468.347	A	4 , we have 19 .	we
20	157	882	466.123	468.347	A	4 , we have 19 .	have
20	157	883	466.123	468.347	A	4 , we have 19 .	19
20	157	884	466.123	468.347	A	4 , we have 19 .	.
20	158	885	468.533	470.054	B	19 okay .	19
20	158	886	468.533	470.054	B	19 okay .	okay
20	158	887	468.533	470.054	B	19 okay .	.
20	159	888	469.332	470.054	A	okay wait wait wait wait .	okay
20	159	889	469.332	470.054	A	okay wait wait wait wait .	wait
20	159	890	469.332	470.054	A	okay wait wait wait wait .	wait
20	159	891	469.332	470.054	A	okay wait wait wait wait .	wait
20	159	892	469.332	470.054	A	okay wait wait wait wait .	wait
20	159	893	469.332	470.054	A	okay wait wait wait wait .	.
20	160	894	470.354	474.435	A	let me get um you 're in zurich okay zurich	let
20	160	895	470.354	474.435	A	let me get um you 're in zurich okay zurich	me
20	160	896	470.354	474.435	A	let me get um you 're in zurich okay zurich	get
20	160	897	470.354	474.435	A	let me get um you 're in zurich okay zurich	um
20	160	898	470.354	474.435	A	let me get um you 're in zurich okay zurich	you
20	160	899	470.354	474.435	A	let me get um you 're in zurich okay zurich	're
20	160	900	470.354	474.435	A	let me get um you 're in zurich okay zurich	in
20	160	901	470.354	474.435	A	let me get um you 're in zurich okay zurich	zurich
20	160	902	470.354	474.435	A	let me get um you 're in zurich okay zurich	okay
20	160	903	470.354	474.435	A	let me get um you 're in zurich okay zurich	zurich
20	161	904	474.403	475.949	B	mount luzern ?	mount
20	161	905	474.403	475.949	B	mount luzern ?	luzern
20	161	906	474.403	475.949	B	mount luzern ?	?
20	162	907	475.048	477.406	A	okay go from zurich go to davos .	okay
20	162	908	475.048	477.406	A	okay go from zurich go to davos .	go
20	162	909	475.048	477.406	A	okay go from zurich go to davos .	from
20	162	910	475.048	477.406	A	okay go from zurich go to davos .	zurich
20	162	911	475.048	477.406	A	okay go from zurich go to davos .	go
20	162	912	475.048	477.406	A	okay go from zurich go to davos .	to
20	162	913	475.048	477.406	A	okay go from zurich go to davos .	davos
20	162	914	475.048	477.406	A	okay go from zurich go to davos .	.
20	163	915	477.863	479.045	B	what is davos ?	what
20	163	916	477.863	479.045	B	what is davos ?	is
20	163	917	477.863	479.045	B	what is davos ?	davos
20	163	918	477.863	479.045	B	what is davos ?	?
20	164	919	478.502	480.215	A	davos i do n't know .	davos
20	164	920	478.502	480.215	A	davos i do n't know .	i
20	164	921	478.502	480.215	A	davos i do n't know .	do
20	164	922	478.502	480.215	A	davos i do n't know .	n't
20	164	923	478.502	480.215	A	davos i do n't know .	know
20	164	924	478.502	480.215	A	davos i do n't know .	.
20	165	925	479.985	480.822	B	davos .	davos
20	165	926	479.985	480.822	B	davos .	.
20	166	927	481.161	482.842	A	yeah all the way down , there , yeah .	yeah
20	166	928	481.161	482.842	A	yeah all the way down , there , yeah .	all
