Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
16	12	1	one	164	442	6	B	80, 86, 118, 119, 120, 121, 164, 173, 236, 268, 286, 363, 394, 413, 505, 521
15	7	1	oh	88	485	4	A	25, 48, 64, 83, 88, 143, 190, 246, 279, 342, 408, 410, 473, 504, 509
15	7	1	this	90	417	1	B	63, 90, 136, 146, 150, 151, 180, 198, 199, 215, 219, 225, 240, 413, 479
15	11	1	where	285	420	3	A	16, 179, 257, 285, 287, 289, 291, 293, 299, 306, 318, 342, 377, 393, 435
14	9	1	have	226	417	4	B	105, 115, 116, 159, 226, 236, 247, 254, 337, 399, 429, 441, 473, 521
14	14	1	uh	80	448	1	A	58, 80, 165, 218, 232, 235, 263, 267, 294, 361, 449, 483, 496, 505
14	2	1	zermatt	153	467	1	A	34, 153, 182, 230, 253, 328, 380, 381, 395, 396, 485, 486, 499, 500
13	2	1	davos	476	430	3	B	80, 174, 176, 179, 182, 188, 228, 282, 468, 476, 478, 506, 509
13	7	1	two	181	260	6	B	104, 105, 112, 120, 123, 152, 181, 234, 247, 264, 268, 288, 363
12	11	1	there	434	408	11	B	27, 29, 38, 53, 56, 101, 173, 178, 187, 229, 350, 434
11	4	1	more	116	436	1	B	86, 109, 114, 116, 118, 152, 181, 236, 264, 388, 521
11	1	1	much	451	236	4	B	250, 302, 309, 383, 424, 437, 449, 451, 474, 476, 485
11	2	1	my	227	499	2	A	41, 64, 227, 246, 284, 312, 357, 408, 410, 411, 539
11	1	1	need	484	391	3	B	94, 112, 180, 181, 250, 293, 295, 319, 363, 412, 484
10	1	1	did	100	441	2	B	49, 89, 100, 122, 302, 309, 383, 437, 486, 489
10	10	1	should	247	276	2	B	102, 143, 247, 264, 285, 287, 291, 348, 365, 377
9	4	1	be	186	426	1	B	55, 186, 295, 340, 348, 440, 450, 459, 480
9	6	1	was	159	270	1	A	90, 159, 216, 249, 286, 288, 290, 316, 359
9	3	1	what	335	532	2	A	3, 45, 77, 124, 270, 335, 470, 491, 534
8	5	1	because	138	412	1	B	110, 138, 159, 200, 293, 340, 520, 521
8	8	1	but	169	442	3	A	45, 106, 149, 169, 179, 339, 426, 486
8	1	1	circle	138	104	1	B	97, 100, 138, 146, 168, 170, 199, 200
8	3	1	know	347	511	5	B	8, 49, 95, 136, 334, 347, 350, 518
8	8	1	me	386	458	5	B	63, 202, 248, 293, 317, 386, 491, 520
7	5	1	'll	394	423	4	B	37, 55, 215, 240, 394, 440, 459
7	2	1	not	199	355	1	A	47, 110, 199, 333, 337, 339, 401
7	5	1	ten	117	394	1	B	105, 117, 159, 171, 181, 204, 498
6	4	1	does	449	137	2	A	349, 418, 449, 474, 476, 485
6	3	1	going	55	423	1	A	54, 55, 60, 97, 147, 476
6	3	1	seven	206	335	1	A	171, 206, 233, 234, 317, 505
6	1	1	turn	312	313	2	B	227, 236, 312, 357, 411, 539
5	3	1	a	520	489	4	A	32, 100, 138, 473, 520
5	5	1	eight	206	93	3	A	122, 171, 186, 206, 214
5	1	1	get	94	424	1	A	59, 94, 254, 365, 482
5	5	1	is	199	333	1	A	138, 199, 219, 342, 470
5	5	1	our	293	182	2	A	288, 290, 293, 359, 469
5	3	1	out	204	258	2	B	97, 159, 204, 289, 354
5	1	1	take	288	240	2	B	80, 112, 288, 295, 319
4	2	1	again	194	114	3	A	81, 82, 93, 194
4	4	1	already	421	382	1	B	105, 421, 434, 486
4	1	1	best	316	72	2	A	288, 290, 316, 359
4	4	1	good	219	336	1	A	138, 219, 244, 473
4	1	1	look	519	415	1	B	105, 284, 413, 519
4	2	1	of	204	502	2	B	4, 159, 204, 505
4	4	1	start	97	17	3	A	81, 82, 93, 97
4	4	1	way	110	153	2	A	32, 90, 110, 184
3	3	1	are	517	149	1	B	372, 517, 520
3	1	1	connected	340	63	1	A	339, 340, 401
3	3	1	costs	452	28	1	A	450, 452, 477
3	1	1	doing	225	56	2	A	170, 181, 225
3	1	1	done	157	115	1	A	43, 123, 157
3	3	1	find	443	377	1	B	97, 443, 473
3	1	1	here	55	293	1	A	50, 55, 342
3	3	1	if	288	411	1	B	20, 288, 430
3	1	1	mountains	363	382	1	A	117, 363, 498
3	3	1	on	147	462	1	A	54, 147, 515
3	3	1	six	206	61	1	A	149, 206, 209
3	3	1	use	388	267	2	A	122, 333, 388
3	3	1	why	489	411	2	B	79, 346, 489
2	2	1	in	520	321	1	A	200, 520
2	2	1	maybe	350	116	1	A	235, 350
2	2	1	previous	293	8	1	A	286, 293
2	2	1	than	520	266	1	A	255, 520
2	2	1	time	537	59	1	A	479, 537
2	2	1	twelve	106	3	1	B	104, 106
2	2	1	your	380	145	1	B	236, 380

