start	end	interlocutor	utterance	utterance_no
1755.210	1755.956	A	um	594
1755.243	1755.745	B	submit .	595
1756.630	1757.796	A	submit it ?	596
1757.618	1758.347	B	yeah .	597
1759.530	1760.081	A	try .	598
1767.641	1769.083	A	um	599
1769.197	1772.696	B	wait just do okay can you go on the uh	600
1773.407	1774.751	B	the one that we just did	601
1775.225	1776.878	B	if you go on the green button	602
1777.347	1778.822	B	this is it is not with the i .	603
1777.931	1778.481	A	wait .	604
1780.705	1781.645	A	this one ?	605
1782.449	1783.016	B	yeah .	606
1783.469	1785.089	B	which ones are 4 francs ?	607
1785.348	1786.353	A	4 francs ?	608
1786.936	1790.935	A	um it 's mount interlaken to mount luzern .	609
1793.060	1794.000	B	how would we	610
1794.502	1795.717	B	how about we erase that ?	611
1796.251	1796.753	A	wait .	612
1797.434	1798.341	A	if we um	613
1799.463	1800.963	B	i just did uh	614
1800.435	1801.294	A	does n't matter .	615
1801.498	1803.539	A	wait but we need to make a full circle now .	616
1803.647	1804.327	B	no we do n't .	617
1804.554	1805.121	A	yeah .	618
1805.250	1805.688	A	we do .	619
1805.267	1805.834	B	do we ?	620
1806.060	1806.498	A	yeah	621
1807.863	1809.450	B	how about we submit it and see ?	622
1809.872	1810.471	A	okay .	623
1815.702	1816.852	A	oh !	624
1815.783	1817.208	B	oh !	625
1817.941	1818.476	A	come on .	626
1818.606	1818.946	A	wait .	627
1821.120	1821.914	B	how about	628
1822.491	1824.516	B	okay you reupload one we just did .	629
1827.604	1829.918	B	if mount saint gallen	630
1831.117	1831.797	B	uh	631
1832.186	1834.843	B	if mount saint gallen was connected to luzern	632
1835.167	1838.099	B	and mount bern and then mount basel	633
1836.803	1838.876	A	just try it we do n't know how much time .	634
1841.271	1842.470	B	come on erase it .	635
1842.713	1843.588	A	i ca n't .	636
1842.907	1843.296	B	um	637
1845.400	1846.064	B	how much is that ?	638
1846.064	1847.085	B	the one i just did .	639
1847.591	1848.353	A	5 .	640
1850.345	1851.139	B	how much is that ?	641
1852.565	1853.148	B	submit .	642
1854.700	1855.284	A	come on .	643
1858.378	1859.593	A	just	644
1860.526	1865.617	B	okay i 'm gon na upload the one uh the one the one we did that was	645
1866.020	1866.960	A	1 franc .	646
1866.425	1867.203	B	1 franc .	647
1867.235	1869.131	A	which was the one before you did the 5 .	648
1867.284	1868.726	B	so upload .	649
1869.416	1870.097	A	yeah this one .	650
1870.696	1871.328	A	please show .	651
1872.786	1873.418	B	if	652
1876.363	1879.214	B	no , so that 's 4 points that one .	653
1880.315	1885.499	B	which one can we erase , how much would if you go to mount bern to mount zermatt ?	654
1885.912	1889.460	A	mount bern to mount zermatt i 'll try it .	655
1889.994	1891.112	A	no you ca n't do that .	656
1891.640	1892.483	B	you ca n't ?	657
1892.304	1895.674	A	no it says a cross when i try to do it .	658
1896.341	1897.443	A	you 're not allowed .	659
1901.091	1901.707	A	which one ?	660
1901.982	1904.331	B	uh the uh the mount bern to mount luzern .	661
1904.558	1905.125	A	okay .	662
1908.742	1909.681	B	ca n't do it ?	663
1910.576	1911.500	A	no it wo n't work .	664
1911.510	1915.900	B	so do mount neuchatel to mount basel and then we can erase it because then it would be .	665
1911.737	1912.693	A	because that will	666
1914.118	1915.673	A	mount neuchatel	667
1916.163	1916.924	B	to mount basel .	668
1916.373	1918.512	A	okay and then erase this one .	669
1918.528	1919.500	B	yeah this 3 .	670
1921.707	1924.100	B	uh okay now i go .	671
1925.188	1927.553	B	mount bern can i go .	672
1927.958	1929.951	B	oh no i ca n't do that .	673
1938.420	1939.457	B	can we submit ?	674
1940.267	1941.060	A	submit .	675
1944.957	1946.879	B	oh , now we have to .	676
1948.125	1949.551	A	just upload it upload it .	677
1949.291	1951.251	B	i 'll upload it for you .	678
1951.763	1952.605	B	yeah .	679
1953.756	1954.485	B	if	680
1955.327	1957.206	B	we did mount saint gallen to mount luzern .	681
1957.609	1958.225	B	try that .	682
1958.014	1959.148	A	mount saint	683
1959.472	1960.234	A	gallen	684
1959.488	1960.088	B	gallen	685
1960.509	1961.319	B	to mount luzern	686
1962.943	1963.721	A	has a cross .	687
1964.465	1966.765	B	my gosh mount davos to mount	688
1966.004	1968.369	A	no wait because wait	689
1967.381	1968.321	B	mount davos	690
1968.726	1969.556	B	to mount luzern .	691
1972.957	1975.516	B	erase the mount saint gallen to mount davos .	692
1976.962	1978.128	A	mount saint	693
1978.387	1978.987	A	gallen	694
1979.197	1979.780	B	to mount	695
1980.708	1981.443	A	yeah okay .	696
1981.939	1983.964	B	how much was that ?	697
1983.365	1983.980	A	which one ?	698
1984.384	1985.096	B	the one	699
1984.497	1986.425	A	the mount that i did ?	700
1985.793	1987.429	B	uh submit submit see .	701
1988.087	1989.156	A	but it was a 3 .	702
1989.890	1990.829	B	um i know .	703
2010.737	2011.822	B	how many minutes ?	704
2014.343	2015.153	B	one .	705
2015.153	2016.708	B	we 're not gon na make this .	706
2016.486	2016.923	A	no .	707
2017.830	2019.418	B	okay can you upload the previous one .	708
2019.742	2020.309	A	which one ?	709
2020.876	2021.767	A	upload .	710
2021.166	2022.575	B	the second previous one .	711
2023.936	2024.681	A	that one ?	712
2024.810	2026.187	B	no the one before it .	713
2027.099	2028.492	B	one before that one .	714
2030.197	2031.040	A	it 's not letting me .	715
2030.311	2030.910	B	no .	716
2031.607	2032.060	B	what ?	717
2032.238	2032.433	A	wait .	718
2033.620	2034.316	A	this one ?	719
2034.413	2035.725	B	um no .	720
2036.426	2037.171	A	this one .	721
2038.467	2038.970	B	what ?	722
2039.271	2039.952	A	this one ?	723
2039.968	2040.908	B	no	724
2041.878	2042.348	A	this one .	725
2043.320	2044.632	B	you did n't change .	726
2045.782	2047.499	B	it 's alright um we just keep it .	727
2046.673	2047.499	A	wait this one .	728
2047.907	2048.458	B	yes !	729
2049.884	2050.532	B	if	730
2051.066	2052.427	B	how would we um	731
2052.427	2054.322	A	this is price 23 .	732
2054.995	2056.615	B	we need 1 point less .	733
2057.085	2058.089	A	wait .	734
2057.182	2059.920	B	how much is , wait which one is the most expensive	735
2060.291	2062.073	A	most expensive that we 've done ?	736
2061.943	2062.348	B	yeah .	737
2064.486	2065.086	A	30 .	738
2065.803	2068.799	B	no the uh what is the most expensive track ?	739
2069.170	2069.802	A	30 .	740
2070.531	2072.727	B	no the track we 're on ours right now .	741
2073.548	2074.147	A	what do you mean ?	742
2074.487	2077.290	B	the one we 're doing working on which is the most expensive track ?	743
2078.277	2079.751	A	uh track uh	744
2080.517	2081.894	A	this one	745
2082.870	2084.603	A	the most expensive track	746
2085.008	2085.802	A	is	747
2088.042	2089.808	A	they 're all 3s , 2s and 3s .	748
2090.243	2091.393	A	because we erased the 4s .	749
2092.139	2093.467	B	oh yeah um .	750
2093.613	2094.974	A	they are all 2s and 3s .	751
2096.529	2097.294	B	how much is that ?	752
2097.894	2099.497	B	the mount interlaken to mount bern ?	753
2101.376	2101.829	A	4 .	754
2104.571	2105.122	B	okay .	755
2105.559	2106.143	B	submit .	756
2106.985	2107.568	A	okay .	757
2122.697	2124.916	B	wait no can we can i try something .	758
2127.313	2127.735	B	um	759
2128.053	2131.276	B	could you go mount montreux to mount interlaken to mount neuchatel .	760
2130.876	2133.192	A	wait mount which one mount ?	761
2133.202	2135.195	B	interlaken to mount neuchatel .	762
2135.890	2136.765	A	neuchatel .	763
2137.153	2137.688	A	yeah .	764
2138.093	2139.486	B	then to mount montreux .	765
2139.933	2143.869	A	then from neuchatel to mount montreux ?	766
2142.476	2144.436	B	no uh interlaken to mount montreux .	767
2147.744	2149.543	B	and i 'm gon na erase this one .	768
2149.850	2151.762	B	here , submit , i wanna see .	769
2151.911	2152.737	A	submit .	770
2158.167	2160.354	B	okay yeah .	771
2159.901	2160.630	A	yes .	772
