Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
36	10	1	that	221	599	11	B	3, 87, 99, 122, 126, 146, 161, 181, 192, 202, 204, 221, 311, 329, 390, 392, 404, 414, 420, 425, 430, 431, 452, 466, 473, 482, 507, 516, 525, 553, 559, 583, 591, 593, 595, 601
32	8	1	now	100	567	2	B	40, 64, 76, 77, 100, 133, 137, 157, 199, 201, 207, 210, 216, 217, 227, 240, 246, 283, 295, 311, 322, 329, 332, 348, 350, 386, 415, 474, 490, 563, 586, 606
32	3	1	then	555	592	3	A	15, 59, 184, 185, 235, 236, 238, 240, 241, 244, 262, 394, 398, 403, 417, 434, 438, 458, 460, 512, 541, 549, 555, 556, 558, 563, 565, 594, 597, 599, 605, 606
30	12	1	this	93	622	5	B	0, 27, 33, 42, 60, 93, 126, 166, 193, 200, 253, 264, 302, 311, 334, 383, 396, 398, 441, 461, 464, 478, 489, 495, 496, 507, 518, 598, 612, 621
30	17	1	wait	13	582	2	B	3, 12, 13, 20, 66, 82, 86, 89, 111, 137, 152, 199, 214, 263, 264, 304, 320, 358, 360, 363, 369, 370, 457, 535, 539, 542, 567, 568, 575, 584
28	3	1	one	126	592	1	B	2, 101, 106, 121, 126, 127, 140, 151, 165, 166, 169, 200, 202, 259, 261, 264, 282, 302, 341, 367, 369, 397, 427, 439, 478, 581, 591, 593
27	3	1	n't	155	573	1	B	49, 72, 82, 121, 125, 137, 142, 155, 158, 162, 170, 171, 193, 195, 199, 221, 230, 358, 360, 424, 466, 473, 522, 527, 528, 615, 621
25	1	1	bern	238	458	3	B	138, 152, 157, 160, 238, 240, 241, 248, 254, 258, 293, 313, 314, 326, 327, 394, 402, 438, 455, 475, 565, 567, 570, 593, 595
25	2	1	here	173	579	4	B	27, 31, 51, 52, 57, 64, 166, 173, 243, 245, 262, 265, 278, 302, 310, 378, 380, 474, 491, 499, 529, 555, 569, 604, 605
24	3	1	have	250	574	4	A	14, 15, 48, 93, 95, 97, 99, 145, 146, 173, 242, 250, 264, 321, 323, 340, 345, 373, 534, 545, 549, 566, 584, 587
21	18	1	um	24	535	1	A	13, 24, 35, 72, 101, 151, 160, 174, 177, 217, 218, 226, 325, 367, 382, 416, 470, 487, 491, 505, 547
19	1	1	luzern	109	468	2	B	104, 107, 108, 109, 121, 153, 254, 257, 259, 260, 326, 327, 329, 330, 394, 434, 455, 457, 571
18	5	1	because	176	481	4	A	48, 132, 170, 172, 176, 183, 184, 185, 230, 253, 254, 262, 265, 300, 308, 352, 452, 528
18	11	1	is	123	586	3	B	27, 47, 120, 123, 145, 170, 172, 183, 184, 193, 230, 257, 441, 444, 544, 553, 585, 612
18	11	1	was	311	585	2	B	17, 293, 311, 390, 414, 420, 425, 431, 452, 466, 516, 518, 581, 591, 592, 597, 600, 601
18	3	1	zurich	120	505	2	B	102, 104, 118, 120, 122, 124, 157, 183, 186, 201, 328, 329, 394, 417, 450, 507, 602, 606
17	10	1	erase	81	136	4	A	70, 74, 76, 79, 81, 137, 138, 142, 143, 145, 146, 152, 155, 192, 196, 199, 205
17	6	1	from	567	422	12	A	173, 240, 241, 262, 265, 271, 295, 314, 348, 350, 417, 456, 567, 579, 581, 593, 594
17	10	1	just	143	612	4	B	3, 19, 71, 80, 143, 185, 197, 205, 284, 291, 429, 432, 459, 478, 526, 530, 614
17	3	1	neuchatel	232	432	3	B	164, 228, 229, 232, 284, 286, 295, 403, 417, 450, 453, 456, 507, 509, 548, 562, 595
17	12	1	not	37	483	2	B	11, 33, 37, 40, 41, 47, 61, 85, 86, 89, 117, 145, 184, 309, 336, 390, 493
16	4	1	gallen	181	357	3	A	175, 177, 180, 181, 189, 190, 196, 201, 202, 203, 348, 349, 417, 450, 507, 531
16	1	1	interlaken	300	435	2	A	160, 241, 293, 299, 300, 303, 304, 314, 404, 405, 438, 455, 475, 563, 567, 594
16	4	1	know	445	550	2	A	72, 121, 125, 155, 221, 262, 424, 445, 446, 473, 484, 510, 522, 538, 615, 621
15	1	1	are	114	619	3	B	0, 21, 40, 41, 89, 114, 251, 337, 352, 369, 445, 446, 480, 522, 618
15	8	1	did	14	613	1	B	3, 14, 31, 164, 176, 194, 208, 300, 392, 475, 486, 507, 521, 610, 615
15	3	1	francs	323	194	1	A	276, 309, 316, 323, 345, 357, 358, 360, 361, 362, 369, 411, 442, 444, 469
14	7	1	can	218	477	4	B	61, 192, 198, 200, 218, 231, 236, 267, 362, 371, 378, 380, 396, 537
14	4	1	how	192	615	3	B	7, 12, 29, 79, 121, 192, 221, 362, 482, 516, 518, 522, 537, 621
14	1	1	your	585	566	1	B	54, 133, 150, 207, 223, 247, 249, 307, 324, 332, 338, 576, 585, 619
14	1	1	zermatt	594	494	2	A	101, 106, 210, 219, 271, 368, 375, 376, 387, 433, 451, 455, 457, 594
13	9	1	there	170	541	2	B	16, 28, 170, 172, 216, 230, 391, 472, 486, 490, 528, 548, 556
12	4	1	expensive	390	291	1	B	310, 390, 420, 441, 452, 466, 525, 530, 559, 561, 566, 600
12	1	1	turn	303	206	1	A	133, 150, 182, 207, 223, 247, 249, 303, 307, 324, 332, 338
11	2	1	done	114	578	1	A	41, 114, 134, 215, 222, 251, 405, 476, 532, 536, 618
11	4	1	why	37	243	2	B	27, 31, 37, 42, 47, 99, 155, 262, 266, 267, 269
10	8	1	but	145	588	1	A	34, 145, 155, 170, 360, 546, 563, 566, 589, 621
10	1	1	let	384	329	1	A	267, 284, 359, 384, 415, 429, 478, 481, 507, 595
10	5	1	see	390	547	5	B	31, 85, 134, 189, 384, 390, 485, 500, 545, 577
10	3	1	should	290	589	2	B	2, 113, 151, 282, 283, 290, 295, 367, 454, 590
10	7	1	where	120	555	1	A	14, 120, 198, 257, 288, 421, 422, 423, 553, 568
10	8	1	yes	204	606	4	A	4, 10, 34, 170, 204, 212, 333, 337, 511, 609
9	5	1	doing	304	549	2	B	47, 210, 304, 358, 384, 426, 445, 446, 595
9	5	1	less	370	601	2	B	0, 23, 370, 373, 374, 577, 590, 591, 600
9	6	1	like	81	461	2	A	13, 58, 81, 83, 93, 103, 146, 155, 473
9	9	1	look	225	548	1	A	56, 225, 253, 265, 267, 298, 482, 514, 603
9	4	1	right	57	325	2	B	5, 40, 57, 76, 77, 126, 265, 323, 329
8	8	1	more	343	226	1	B	341, 343, 369, 371, 430, 440, 534, 566
8	4	1	start	170	540	2	B	2, 71, 170, 172, 283, 284, 513, 541
7	5	1	for	292	609	4	B	11, 83, 86, 117, 292, 576, 619
7	7	1	got	318	496	2	B	77, 216, 318, 334, 555, 561, 572
7	1	1	if	567	404	5	B	164, 176, 300, 322, 475, 541, 567
7	7	1	on	143	513	1	B	42, 143, 406, 477, 493, 503, 554
7	4	1	something	365	560	4	B	5, 17, 19, 83, 365, 460, 564
7	2	1	spend	369	229	1	A	362, 369, 371, 373, 374, 545, 590
7	4	1	submit	355	258	1	B	351, 355, 408, 409, 476, 478, 608
6	1	1	black	588	512	5	B	77, 95, 97, 584, 585, 588
6	2	1	get	311	297	3	B	64, 81, 100, 311, 358, 360
6	2	1	side	493	315	2	A	272, 283, 493, 503, 504, 586
6	1	1	view	61	9	3	B	53, 54, 55, 58, 59, 61
5	5	1	a	426	257	1	A	335, 426, 429, 528, 591
5	5	1	at	482	466	4	B	17, 77, 300, 309, 482
5	2	1	good	412	600	1	A	18, 225, 412, 414, 617
5	5	1	of	155	463	2	A	48, 74, 155, 242, 510
5	5	1	or	173	565	1	B	0, 173, 212, 510, 564
5	1	1	other	504	501	3	B	86, 493, 503, 504, 586
5	5	1	really	158	540	1	A	37, 158, 414, 559, 576
5	5	1	two	399	259	1	A	343, 399, 428, 494, 601
5	3	1	when	93	404	1	B	83, 93, 95, 97, 486
5	1	1	with	283	192	2	B	169, 261, 283, 284, 360
4	1	1	'll	345	418	1	B	43, 70, 345, 460
4	4	1	all	113	169	1	A	74, 113, 216, 242
4	4	1	be	567	405	2	A	173, 184, 567, 577
4	1	1	does	59	123	1	B	33, 59, 88, 155
4	4	1	in	490	330	1	B	259, 490, 541, 588
4	4	1	much	516	336	2	B	183, 361, 516, 518
4	4	1	only	444	251	1	B	340, 444, 506, 590
4	1	1	set	356	301	1	A	274, 275, 356, 574
3	3	1	big	132	317	1	B	113, 132, 429
3	3	1	down	499	235	2	A	265, 272, 499
3	3	1	drag	8	4	1	B	6, 8, 9
3	1	1	hold	14	72	1	B	9, 14, 80
3	3	1	kinda	37	556	1	B	36, 37, 591
3	1	1	minimum	581	38	1	B	544, 579, 581
3	3	1	uh	393	321	2	B	73, 188, 393
3	3	1	used	467	506	1	B	25, 467, 530
2	2	1	better	414	2	1	A	413, 414
2	2	1	else	234	218	1	B	17, 234
2	2	1	her	262	174	1	B	89, 262
2	2	1	middle	541	253	1	B	289, 541
2	2	1	money	335	181	1	B	155, 335
2	2	1	never	580	270	1	A	311, 580
2	2	1	oops	149	87	1	B	63, 149
2	2	1	remember	452	261	1	B	192, 452
2	2	1	six	366	2	1	A	365, 366
2	2	1	starting	515	347	1	B	169, 515
2	2	1	sure	557	267	1	B	291, 557
2	2	1	than	370	2	1	B	369, 370
2	2	1	went	593	272	1	B	322, 593
2	2	1	will	567	494	1	A	74, 567

